#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2015 05 14 21 30 358  1.2  1.5 99.00 99.00 99.00 999 9999.0   6.7   7.3   2.8 99.0 99.00
2015 05 14 21 40  52  1.3  3.1 99.00 99.00 99.00 999 9999.0   6.6   7.2   2.3 99.0 99.00
2015 05 18 15 10 230 11.8 13.2 99.00 99.00 99.00 999 9999.0   4.7   2.7   4.7 99.0 99.00
2015 05 18 15 20 219 14.3 17.4 99.00 99.00 99.00 999 9999.0   4.7   2.7   4.7 99.0 99.00
2015 05 18 15 30 225 13.1 14.8 99.00 99.00 99.00 999 9999.0   4.8   2.7   4.8 99.0 99.00
2015 05 18 15 40 222 14.4 16.3 99.00 99.00 99.00 999 9999.0   4.9   2.7   4.9 99.0 99.00
2015 05 18 15 50 208 14.6 16.1 99.00 99.00 99.00 999 9999.0   5.0   2.7   5.0 99.0 99.00
2015 05 18 16 00 217 14.3 17.0 99.00 99.00 99.00 999 9999.0   5.2   2.7   5.2 99.0 99.00
2015 05 18 16 10 226 12.8 15.6 99.00 99.00 99.00 999 9999.0   5.2   2.7   5.2 99.0 99.00
2015 05 18 16 20 210 12.5 15.6 99.00 99.00 99.00 999 9999.0   5.1   2.7   5.1 99.0 99.00
2015 05 18 16 30 223 11.0 14.0 99.00 99.00 99.00 999 9999.0   5.3   2.7   5.3 99.0 99.00
2015 05 18 16 40 237  8.0 11.3 99.00 99.00 99.00 999 9999.0   5.7   2.7   5.7 99.0 99.00
2015 05 18 16 50 198 11.7 14.2 99.00 99.00 99.00 999 9999.0   5.7   2.7   5.7 99.0 99.00
2015 05 18 17 00 229 12.0 14.4 99.00 99.00 99.00 999 9999.0   6.3   2.7   6.3 99.0 99.00
2015 05 18 17 10 281 12.6 16.5 99.00 99.00 99.00 999 9999.0   7.8   2.7   7.1 99.0 99.00
2015 05 18 17 20 287 14.8 18.8 99.00 99.00 99.00 999 9999.0   8.3   2.7   6.9 99.0 99.00
2015 05 18 17 30 294 22.1 25.5 99.00 99.00 99.00 999 9999.0   8.2   2.8   6.2 99.0 99.00
2015 05 18 17 40 310 20.4 25.6 99.00 99.00 99.00 999 9999.0   8.1   2.8   5.4 99.0 99.00
2015 05 18 17 50 304 18.7 23.1 99.00 99.00 99.00 999 9999.0   7.9   2.8   5.1 99.0 99.00
2015 05 18 18 20 306 19.6 24.1 99.00 99.00 99.00 999 9999.0   8.0   2.8   4.1 99.0 99.00
2015 05 18 18 30 305 18.6 24.1 99.00 99.00 99.00 999 9999.0   7.9   2.8   4.0 99.0 99.00
2015 05 18 18 40 308 14.7 18.6 99.00 99.00 99.00 999 9999.0   7.9   2.8   4.0 99.0 99.00
2015 05 18 18 50 311 13.3 19.1 99.00 99.00 99.00 999 9999.0   7.9   2.7   4.2 99.0 99.00
2015 05 18 19 00 295  6.9 12.9 99.00 99.00 99.00 999 9999.0   8.0   2.7   4.1 99.0 99.00
2015 05 18 19 10 306 13.2 18.0 99.00 99.00 99.00 999 9999.0   7.6   2.7   3.8 99.0 99.00
2015 05 18 19 20 296 12.3 19.2 99.00 99.00 99.00 999 9999.0   7.3   2.7   3.7 99.0 99.00
2015 05 18 19 30 298 11.6 19.6 99.00 99.00 99.00 999 9999.0   6.9   2.8   3.7 99.0 99.00
2015 05 18 19 40 295 12.9 18.3 99.00 99.00 99.00 999 9999.0   7.3   2.7   3.6 99.0 99.00
2015 05 18 19 50 305 10.0 14.0 99.00 99.00 99.00 999 9999.0   7.2   2.7   3.5 99.0 99.00
2015 05 18 20 00 289 10.6 12.3 99.00 99.00 99.00 999 9999.0   7.2   2.7   3.1 99.0 99.00
2015 05 18 20 10 316 12.7 18.4 99.00 99.00 99.00 999 9999.0   7.0   2.8   3.3 99.0 99.00
2015 05 18 20 20 311  9.2 13.9 99.00 99.00 99.00 999 9999.0   6.9   2.7   3.2 99.0 99.00
2015 05 18 20 30 296 13.2 18.1 99.00 99.00 99.00 999 9999.0   6.9   2.7   3.3 99.0 99.00
2015 05 18 20 40 300 11.1 13.1 99.00 99.00 99.00 999 9999.0   6.8   2.7   2.9 99.0 99.00
2015 05 18 20 50 296 13.3 17.2 99.00 99.00 99.00 999 9999.0   6.8   2.7   2.9 99.0 99.00
2015 05 18 21 00 287  9.5 12.6 99.00 99.00 99.00 999 9999.0   6.5   2.7   3.0 99.0 99.00
2015 05 18 21 10 292 11.3 16.5 99.00 99.00 99.00 999 9999.0   6.8   2.7   2.6 99.0 99.00
2015 05 18 21 20 309 14.3 20.1 99.00 99.00 99.00 999 9999.0   6.6   2.8   2.4 99.0 99.00
2015 05 18 21 30 305 11.0 15.0 99.00 99.00 99.00 999 9999.0   6.6   2.7   2.1 99.0 99.00
2015 05 18 21 40 304 14.4 17.8 99.00 99.00 99.00 999 9999.0   6.7   2.7   1.5 99.0 99.00
2015 05 18 21 50 323 11.7 15.6 99.00 99.00 99.00 999 9999.0   6.7   2.8   1.8 99.0 99.00
2015 05 18 22 00 316 15.1 16.9 99.00 99.00 99.00 999 9999.0   6.5   2.8   1.8 99.0 99.00
2015 05 18 22 10 307 13.1 15.1 99.00 99.00 99.00 999 9999.0   6.1   2.8   1.8 99.0 99.00
2015 05 18 22 20 317 11.9 15.0 99.00 99.00 99.00 999 9999.0   6.2   2.8   1.7 99.0 99.00
2015 05 18 22 30 316 13.9 18.8 99.00 99.00 99.00 999 9999.0   5.9   2.7   1.8 99.0 99.00
2015 05 18 22 40 317 10.8 15.1 99.00 99.00 99.00 999 9999.0   5.7   2.7   1.8 99.0 99.00
2015 05 18 22 50 319 10.9 13.5 99.00 99.00 99.00 999 9999.0   5.9   2.8   1.3 99.0 99.00
2015 05 18 23 00 328 11.4 14.6 99.00 99.00 99.00 999 9999.0   5.9   2.7   1.1 99.0 99.00
2015 05 18 23 10 313 12.4 16.5 99.00 99.00 99.00 999 9999.0   5.9   2.8   0.9 99.0 99.00
2015 05 18 23 20 337 12.7 19.5 99.00 99.00 99.00 999 9999.0   5.5   2.7   1.1 99.0 99.00
2015 05 18 23 30 329 10.5 13.1 99.00 99.00 99.00 999 9999.0   5.3   2.7   0.9 99.0 99.00
2015 05 18 23 40 338 12.1 17.8 99.00 99.00 99.00 999 9999.0   5.3   2.7   1.0 99.0 99.00
2015 05 18 23 50 327 11.8 16.7 99.00 99.00 99.00 999 9999.0   5.2   2.7   0.6 99.0 99.00
2015 05 19 00 00 331 10.0 11.9 99.00 99.00 99.00 999 9999.0   5.2   2.7   0.3 99.0 99.00
2015 05 19 00 10 329  9.4 13.7 99.00 99.00 99.00 999 9999.0   5.3   2.7   0.5 99.0 99.00
2015 05 19 00 20 325  7.9 10.1 99.00 99.00 99.00 999 9999.0   5.3   2.7   0.6 99.0 99.00
2015 05 19 00 30 342 11.0 15.7 99.00 99.00 99.00 999 9999.0   5.2   2.7   0.6 99.0 99.00
2015 05 19 00 40 344 12.9 16.6 99.00 99.00 99.00 999 9999.0   4.6   2.7   0.8 99.0 99.00
2015 05 19 00 50 331 11.9 17.1 99.00 99.00 99.00 999 9999.0   4.4   2.7   0.4 99.0 99.00
2015 05 19 01 00 324 11.6 14.8 99.00 99.00 99.00 999 9999.0   4.2   2.7   0.5 99.0 99.00
2015 05 19 01 10 320  9.9 13.0 99.00 99.00 99.00 999 9999.0   4.2   2.7   0.5 99.0 99.00
2015 05 19 01 20 335  8.9  9.9 99.00 99.00 99.00 999 9999.0   4.2   2.7   0.2 99.0 99.00
2015 05 19 01 30 323 10.6 14.1 99.00 99.00 99.00 999 9999.0   4.1   2.7   0.2 99.0 99.00
2015 05 19 01 40 326 12.9 14.3 99.00 99.00 99.00 999 9999.0   4.0   2.7  -0.1 99.0 99.00
2015 05 19 01 50 330 10.4 12.9 99.00 99.00 99.00 999 9999.0   3.9   2.7   0.1 99.0 99.00
2015 05 19 02 00 331  8.5 11.9 99.00 99.00 99.00 999 9999.0   3.9   2.7   0.0 99.0 99.00
2015 05 19 02 10 335  6.0  7.4 99.00 99.00 99.00 999 9999.0   3.9   2.7   0.0 99.0 99.00
2015 05 19 02 20 329  7.2 10.6 99.00 99.00 99.00 999 9999.0   3.9   2.7  -0.2 99.0 99.00
2015 05 19 02 30 333  7.8  9.9 99.00 99.00 99.00 999 9999.0   3.9   2.7  -0.4 99.0 99.00
2015 05 19 02 40 325  7.8 10.1 99.00 99.00 99.00 999 9999.0   3.8   2.7  -0.5 99.0 99.00
2015 05 19 02 50 330  7.0  8.0 99.00 99.00 99.00 999 9999.0   3.7   2.7  -0.3 99.0 99.00
2015 05 19 03 00 342  7.9 10.7 99.00 99.00 99.00 999 9999.0   3.7   2.7  -0.6 99.0 99.00
2015 05 19 03 10 336 10.7 12.7 99.00 99.00 99.00 999 9999.0   3.6   2.7  -1.1 99.0 99.00
2015 05 19 03 20 345  9.7 11.6 99.00 99.00 99.00 999 9999.0   3.5   2.7  -1.1 99.0 99.00
2015 05 19 03 30 341  6.9  8.4 99.00 99.00 99.00 999 9999.0   3.5   2.7  -1.2 99.0 99.00
2015 05 19 03 40 334  8.8 11.6 99.00 99.00 99.00 999 9999.0   3.5   2.7  -1.0 99.0 99.00
2015 05 19 03 50 341  6.0  7.6 99.00 99.00 99.00 999 9999.0   3.4   2.7  -0.8 99.0 99.00
2015 05 19 04 00 999 99.0 99.0 99.00 99.00 99.00 999 9999.0   3.3   2.7  -0.9 99.0 99.00
2015 05 19 04 10 999 99.0 99.0 99.00 99.00 99.00 999 9999.0   3.2   2.7  -1.0 99.0 99.00
2015 05 19 04 20 999 99.0 99.0 99.00 99.00 99.00 999 9999.0   3.1   2.7  -1.2 99.0 99.00
2015 05 19 04 30 999 99.0 99.0 99.00 99.00 99.00 999 9999.0   3.0   2.7  -1.1 99.0 99.00
2015 05 19 04 40 999 99.0 99.0 99.00 99.00 99.00 999 9999.0   2.9   2.7  -1.1 99.0 99.00
2015 05 19 04 50 999 99.0 99.0 99.00 99.00 99.00 999 9999.0   2.9   2.7  -1.3 99.0 99.00
2015 05 19 05 00 999 99.0 99.0 99.00 99.00 99.00 999 9999.0   2.7   2.7  -1.3 99.0 99.00
2015 05 19 05 10 999 99.0 99.0 99.00 99.00 99.00 999 9999.0   2.7   2.7  -1.3 99.0 99.00
2015 05 19 05 20 999 99.0 99.0 99.00 99.00 99.00 999 9999.0   2.6   2.7  -1.1 99.0 99.00
2015 05 19 05 30 999 99.0 99.0 99.00 99.00 99.00 999 9999.0   2.6   2.7  -1.2 99.0 99.00
2015 05 19 05 40 999 99.0 99.0 99.00 99.00 99.00 999 9999.0   2.5   2.7  -1.2 99.0 99.00
2015 05 19 05 50 999 99.0 99.0 99.00 99.00 99.00 999 9999.0   2.5   2.7  -1.3 99.0 99.00
2015 05 19 06 00 999 99.0 99.0 99.00 99.00 99.00 999 9999.0   2.4   2.7  -1.3 99.0 99.00
2015 05 19 06 10 999 99.0 99.0 99.00 99.00 99.00 999 9999.0   2.4   2.7  -1.4 99.0 99.00
2015 05 19 06 20 999 99.0 99.0 99.00 99.00 99.00 999 9999.0   2.3   2.7  -1.5 99.0 99.00
2015 05 19 06 30 999 99.0 99.0 99.00 99.00 99.00 999 9999.0   2.3   2.7  -1.7 99.0 99.00
2015 05 19 06 40 999 99.0 99.0 99.00 99.00 99.00 999 9999.0   2.3   2.7  -1.5 99.0 99.00
2015 05 19 06 50 999 99.0 99.0 99.00 99.00 99.00 999 9999.0   2.3   2.7  -1.6 99.0 99.00
2015 05 19 07 00 999 99.0 99.0 99.00 99.00 99.00 999 9999.0   2.3   2.7  -1.6 99.0 99.00
2015 05 19 07 10 999 99.0 99.0 99.00 99.00 99.00 999 9999.0   2.3   2.7  -1.5 99.0 99.00
2015 05 19 07 20 999 99.0 99.0 99.00 99.00 99.00 999 9999.0   2.3   2.7  -1.5 99.0 99.00
2015 05 19 08 30 999 99.0 99.0 99.00 99.00 99.00 999 9999.0   2.3   2.7  -1.1 99.0 99.00
2015 05 19 08 40 999 99.0 99.0 99.00 99.00 99.00 999 9999.0   2.4   2.7  -0.9 99.0 99.00
2015 05 19 08 50 999 99.0 99.0 99.00 99.00 99.00 999 9999.0   2.4   2.7  -0.5 99.0 99.00
2015 05 19 09 00 999 99.0 99.0 99.00 99.00 99.00 999 9999.0   2.4   2.7  -0.5 99.0 99.00
2015 05 19 09 10 999 99.0 99.0 99.00 99.00 99.00 999 9999.0   2.4   2.7  -0.5 99.0 99.00
2015 05 19 09 20 999 99.0 99.0 99.00 99.00 99.00 999 9999.0   2.3   2.7  -0.5 99.0 99.00
2015 05 19 09 30 999 99.0 99.0 99.00 99.00 99.00 999 9999.0   2.2   2.7  -0.4 99.0 99.00
2015 05 19 09 40 999 99.0 99.0 99.00 99.00 99.00 999 9999.0   2.0   2.7   0.0 99.0 99.00
