#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2018 05 03 14 00  75  1.3  1.4 99.00 99.00 99.00 999 9999.0   3.7   1.7   2.3 99.0 99.00
2018 05 03 14 10  91  0.7  0.9 99.00 99.00 99.00 999 9999.0   3.9   1.7   2.4 99.0 99.00
2018 05 03 14 20  66  0.5  0.5 99.00 99.00 99.00 999 9999.0   4.3   1.7   2.5 99.0 99.00
2018 05 03 14 30 101  0.6  0.7 99.00 99.00 99.00 999 9999.0   4.7   1.7   2.5 99.0 99.00
2018 05 03 14 40  72  0.6  0.8 99.00 99.00 99.00 999 9999.0   4.2   1.7   2.4 99.0 99.00
2018 05 03 14 50  32  0.6  0.8 99.00 99.00 99.00 999 9999.0   3.9   1.7   2.3 99.0 99.00
2018 05 03 15 00 121  1.4  1.7 99.00 99.00 99.00 999 9999.0   3.9   1.7   2.4 99.0 99.00
2018 05 03 15 10 143  1.1  1.6 99.00 99.00 99.00 999 9999.0   3.9   1.7   2.4 99.0 99.00
2018 05 03 15 20 157  1.0  1.3 99.00 99.00 99.00 999 9999.0   4.0   1.8   2.4 99.0 99.00
2018 05 03 15 30 218  0.5  0.9 99.00 99.00 99.00 999 9999.0   3.8   1.7   2.5 99.0 99.00
2018 05 03 15 40 308  0.9  1.3 99.00 99.00 99.00 999 9999.0   3.7   1.7   2.5 99.0 99.00
2018 05 03 15 50 309  0.6  0.9 99.00 99.00 99.00 999 9999.0   3.9   1.7   2.5 99.0 99.00
2018 05 03 16 00 126  0.8  1.5 99.00 99.00 99.00 999 9999.0   4.2   1.7   2.5 99.0 99.00
2018 05 03 16 10 123  1.8  2.1 99.00 99.00 99.00 999 9999.0   3.5   1.8   2.3 99.0 99.00
2018 05 03 16 20 118  1.2  1.6 99.00 99.00 99.00 999 9999.0   3.5   1.7   2.5 99.0 99.00
2018 05 03 16 30  60  0.6  0.8 99.00 99.00 99.00 999 9999.0   3.9   1.8   2.6 99.0 99.00
2018 05 03 16 40 347  0.5  0.8 99.00 99.00 99.00 999 9999.0   3.7   1.7   2.5 99.0 99.00
2018 05 03 16 50 109  0.9  1.3 99.00 99.00 99.00 999 9999.0   4.3   1.8   2.6 99.0 99.00
2018 05 03 17 00 132  1.3  1.6 99.00 99.00 99.00 999 9999.0   3.6   1.8   2.4 99.0 99.00
2018 05 03 17 10 297  0.5  0.9 99.00 99.00 99.00 999 9999.0   3.8   1.8   2.6 99.0 99.00
2018 05 03 17 20 339  1.1  1.2 99.00 99.00 99.00 999 9999.0   3.5   1.8   2.4 99.0 99.00
2018 05 03 17 30  36  1.4  1.5 99.00 99.00 99.00 999 9999.0   3.5   1.8   2.4 99.0 99.00
2018 05 03 17 40  50  1.3  1.5 99.00 99.00 99.00 999 9999.0   3.4   1.8   2.4 99.0 99.00
2018 05 03 17 50  46  1.8  2.1 99.00 99.00 99.00 999 9999.0   3.3   1.7   2.4 99.0 99.00
2018 05 03 18 00  54  2.2  2.6 99.00 99.00 99.00 999 9999.0   3.3   1.8   2.4 99.0 99.00
2018 05 03 18 10  72  2.8  3.0 99.00 99.00 99.00 999 9999.0   3.1   1.7   2.3 99.0 99.00
2018 05 03 18 20  65  3.3  3.5 99.00 99.00 99.00 999 9999.0   3.1   1.8   2.2 99.0 99.00
2018 05 03 18 30  39  3.0  3.2 99.00 99.00 99.00 999 9999.0   3.1   1.8   2.3 99.0 99.00
2018 05 03 18 40  47  2.9  3.1 99.00 99.00 99.00 999 9999.0   3.1   1.8   2.3 99.0 99.00
2018 05 03 18 50  44  3.2  3.6 99.00 99.00 99.00 999 9999.0   3.0   1.8   2.3 99.0 99.00
2018 05 03 19 00  43  4.0  4.2 99.00 99.00 99.00 999 9999.0   3.0   1.8   2.2 99.0 99.00
2018 05 03 19 10  36  4.3  4.7 99.00 99.00 99.00 999 9999.0   3.1   1.8   2.3 99.0 99.00
2018 05 03 19 20  60  4.6  5.5 99.00 99.00 99.00 999 9999.0   3.1   1.8   2.3 99.0 99.00
2018 05 03 19 30  65  3.3  3.9 99.00 99.00 99.00 999 9999.0   3.1   1.7   2.3 99.0 99.00
2018 05 03 19 40  44  2.6  2.8 99.00 99.00 99.00 999 9999.0   3.1   1.8   2.3 99.0 99.00
2018 05 03 19 50  48  2.7  3.0 99.00 99.00 99.00 999 9999.0   3.2   1.8   2.3 99.0 99.00
2018 05 03 20 00  47  3.0  3.3 99.00 99.00 99.00 999 9999.0   3.4   1.8   2.3 99.0 99.00
2018 05 03 20 10  63  3.2  3.7 99.00 99.00 99.00 999 9999.0   3.4   1.7   2.3 99.0 99.00
2018 05 03 20 20  73  4.0  4.8 99.00 99.00 99.00 999 9999.0   3.5   1.7   2.3 99.0 99.00
2018 05 03 20 30  53  3.6  4.3 99.00 99.00 99.00 999 9999.0   3.4   1.8   2.3 99.0 99.00
2018 05 03 20 40  64  3.4  3.9 99.00 99.00 99.00 999 9999.0   3.4   1.8   2.3 99.0 99.00
2018 05 03 20 50  66  4.0  4.2 99.00 99.00 99.00 999 9999.0   3.4   1.8   2.3 99.0 99.00
2018 05 03 21 00  46  3.9  4.4 99.00 99.00 99.00 999 9999.0   3.4   1.8   2.3 99.0 99.00
2018 05 03 21 10  58  3.9  4.0 99.00 99.00 99.00 999 9999.0   3.3   1.8   2.3 99.0 99.00
2018 05 03 21 20  56  3.8  4.2 99.00 99.00 99.00 999 9999.0   3.3   1.8   2.3 99.0 99.00
2018 05 03 21 30  66  4.3  5.0 99.00 99.00 99.00 999 9999.0   3.2   1.8   2.2 99.0 99.00
2018 05 03 21 40  48  3.8  3.9 99.00 99.00 99.00 999 9999.0   3.2   1.8   2.3 99.0 99.00
2018 05 03 21 50  46  3.7  4.7 99.00 99.00 99.00 999 9999.0   3.5   1.8   2.3 99.0 99.00
2018 05 03 22 00  53  2.9  3.5 99.00 99.00 99.00 999 9999.0   3.4   1.8   2.3 99.0 99.00
2018 05 03 22 10  50  3.4  4.0 99.00 99.00 99.00 999 9999.0   3.3   1.8   2.2 99.0 99.00
2018 05 03 22 20  43  3.2  4.1 99.00 99.00 99.00 999 9999.0   3.4   1.8   2.3 99.0 99.00
2018 05 03 22 30  21  3.0  4.0 99.00 99.00 99.00 999 9999.0   3.5   1.8   2.3 99.0 99.00
2018 05 03 22 40  62  3.8  4.7 99.00 99.00 99.00 999 9999.0   3.5   1.8   2.3 99.0 99.00
2018 05 03 22 50  55  4.2  5.3 99.00 99.00 99.00 999 9999.0   3.6   1.8   2.3 99.0 99.00
2018 05 03 23 00  45  5.1  6.1 99.00 99.00 99.00 999 9999.0   3.8   1.8   2.4 99.0 99.00
2018 05 03 23 10  64  5.5  6.3 99.00 99.00 99.00 999 9999.0   4.0   1.8   2.5 99.0 99.00
2018 05 03 23 20  65  5.6  6.2 99.00 99.00 99.00 999 9999.0   4.1   1.8   2.6 99.0 99.00
2018 05 03 23 30  81  6.6  7.3 99.00 99.00 99.00 999 9999.0   4.2   1.8   2.6 99.0 99.00
2018 05 03 23 40  74  7.0  8.1 99.00 99.00 99.00 999 9999.0   4.6   1.8   2.8 99.0 99.00
2018 05 03 23 50  77  6.1  7.1 99.00 99.00 99.00 999 9999.0   4.2   1.8   2.6 99.0 99.00
2018 05 04 00 00  59  5.2  6.4 99.00 99.00 99.00 999 9999.0   4.2   1.8   2.7 99.0 99.00
2018 05 04 00 10  85  6.2  6.9 99.00 99.00 99.00 999 9999.0   4.2   1.8   2.8 99.0 99.00
2018 05 04 00 20  57  6.0  6.3 99.00 99.00 99.00 999 9999.0   4.2   1.8   2.7 99.0 99.00
2018 05 04 00 30  64  5.8  7.9 99.00 99.00 99.00 999 9999.0   4.2   1.8   2.8 99.0 99.00
2018 05 04 00 40  63  6.1  7.1 99.00 99.00 99.00 999 9999.0   4.2   1.8   2.8 99.0 99.00
2018 05 04 00 50  76  5.2  5.6 99.00 99.00 99.00 999 9999.0   4.2   1.8   2.8 99.0 99.00
