#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2023 06 01 00 00  24  3.3 99.0  0.10  2.10 99.00  40 1012.0   8.2   9.6   5.1 99.0 99.00
2023 06 01 00 10  76  2.2 99.0  0.20  2.40 99.00  53 1012.3   8.4   9.6   5.3 99.0 99.00
2023 06 01 00 20  85  1.2 99.0  0.20  2.40 99.00  56 1012.5   8.9   9.6   5.4 99.0 99.00
2023 06 01 00 30 144  3.7 99.0  0.20  2.50 99.00  53 1012.8   8.8   9.6   5.6 99.0 99.00
2023 06 01 00 40  88  2.2 99.0  0.20  2.40 99.00  46 1012.8   9.2   9.6   5.9 99.0 99.00
2023 06 01 00 50  51  3.1 99.0  0.20  2.50 99.00  48 1012.7   9.5   9.6   6.1 99.0 99.00
2023 06 01 01 00  72  3.4 99.0  0.20  2.70 99.00  48 1012.6   9.7   9.6   6.2 99.0 99.00
2023 06 01 01 10  53  5.0 99.0  0.20  2.70 99.00  57 1012.3   9.2   9.5   6.0 99.0 99.00
2023 06 01 01 20  54  4.7 99.0  0.20  2.50 99.00  69 1012.5   9.0   9.5   5.9 99.0 99.00
2023 06 01 01 30  86  3.9 99.0  0.20  2.40 99.00  76 1012.9   9.1   9.5   6.1 99.0 99.00
2023 06 01 01 40 112  3.1 99.0  0.20  2.60 99.00  84 1013.1   9.3   9.5   6.1 99.0 99.00
2023 06 01 01 50  92  3.5 99.0  0.20  2.50 99.00  76 1013.2   9.3   9.4   6.1 99.0 99.00
2023 06 01 02 00  53  3.7 99.0  0.10  4.30 99.00  73 1013.2   9.4   9.4   6.2 99.0 99.00
2023 06 01 02 10  40  3.3 99.0  0.20  3.00 99.00  74 1013.4   9.0   9.4   5.9 99.0 99.00
2023 06 01 02 20  46  3.3 99.0  0.10  2.60 99.00  71 1013.5   8.5   9.3   5.5 99.0 99.00
2023 06 01 02 30  72  2.5 99.0  0.20  3.00 99.00  64 1013.5   8.3   9.3   5.5 99.0 99.00
2023 06 01 02 40 100  2.4 99.0  0.20  2.60 99.00  60 1013.6   8.5   9.3   5.7 99.0 99.00
2023 06 01 02 50 121  2.7 99.0  0.20  2.70 99.00  57 1013.8   8.8   9.3   5.9 99.0 99.00
2023 06 01 03 00 120  2.6 99.0  0.20  2.50 99.00  46 1013.9   9.3   9.2   6.5 99.0 99.00
2023 06 01 03 10  94  3.7 99.0  0.20  2.90 99.00  34 1013.9   9.5   9.2   6.6 99.0 99.00
2023 06 01 03 20  85  5.0 99.0  0.20  2.90 99.00  32 1014.0   9.4   9.2   6.3 99.0 99.00
2023 06 01 03 30  87  4.9 99.0  0.10  2.80 99.00  52 1013.9   8.9   9.1   6.0 99.0 99.00
2023 06 01 03 40  63  4.4 99.0  0.20  2.70 99.00  71 1014.0   8.8   9.1   5.8 99.0 99.00
2023 06 01 03 50  42  3.6 99.0  0.20  2.80 99.00  83 1014.0   8.5   9.1   5.6 99.0 99.00
2023 06 01 04 00  42  2.7 99.0  0.20  3.00 99.00  92 1014.0   8.2   9.1   5.4 99.0 99.00
2023 06 01 04 10  44  2.3 99.0  0.20  2.80 99.00  89 1014.1   8.1   9.1   5.2 99.0 99.00
2023 06 01 04 20  50  2.4 99.0  0.20  2.70 99.00  79 1014.1   8.1   9.1   5.4 99.0 99.00
2023 06 01 04 30  47  3.0 99.0  0.20  2.60 99.00  74 1014.1   8.1   9.1   5.4 99.0 99.00
2023 06 01 04 40  54  2.8 99.0  0.20  2.60 99.00  72 1014.2   8.1   9.0   5.3 99.0 99.00
2023 06 01 04 50  27  2.0 99.0  0.20  2.70 99.00  74 1014.2   8.1   9.0   5.3 99.0 99.00
2023 06 01 05 00  44  2.9 99.0  0.20  2.80 99.00  72 1014.3   8.1   9.0   5.3 99.0 99.00
2023 06 01 05 10  56  3.9 99.0  0.20  2.50 99.00  73 1014.2   8.0   9.0   5.2 99.0 99.00
2023 06 01 05 20  45  3.2 99.0  0.20  2.80 99.00  77 1014.3   7.9   9.0   5.2 99.0 99.00
2023 06 01 05 30  22  1.6 99.0  0.20  2.80 99.00  78 1014.5   8.1   9.0   5.3 99.0 99.00
2023 06 01 05 40  40  1.9 99.0  0.20  2.90 99.00  80 1014.5   8.1   9.0   5.3 99.0 99.00
2023 06 01 05 50  17  1.6 99.0  0.20  4.60 99.00  82 1014.7   8.2   9.0   5.3 99.0 99.00
2023 06 01 06 00  43  2.6 99.0  0.20  2.90 99.00  72 1014.2   8.3   9.0   5.4 99.0 99.00
2023 06 01 06 10  43  3.1 99.0  0.20  2.90 99.00  77 1014.3   8.3   9.0   5.5 99.0 99.00
2023 06 01 06 20  19  2.5 99.0  0.20  2.90 99.00  89 1014.5   8.4   8.9   5.6 99.0 99.00
2023 06 01 06 30  10  2.5 99.0  0.20  2.90 99.00  94 1014.5   8.4   8.9   5.7 99.0 99.00
2023 06 01 06 40  33  2.1 99.0  0.20  3.00 99.00  96 1014.5   8.5   8.9   5.7 99.0 99.00
2023 06 01 06 50  40  2.7 99.0  0.20  3.20 99.00  94 1014.3   8.5   8.9   5.8 99.0 99.00
2023 06 01 07 00  46  2.8 99.0  0.20  3.00 99.00  87 1014.5   8.5   8.9   5.8 99.0 99.00
2023 06 01 07 10  38  2.4 99.0  0.20  2.70 99.00  78 1014.5   8.5   8.9   5.8 99.0 99.00
2023 06 01 07 20  28  2.1 99.0  0.20  3.00 99.00  79 1014.4   8.5   8.9   5.8 99.0 99.00
2023 06 01 07 30  47  2.7 99.0  0.20  3.20 99.00  88 1014.3   8.6   9.0   5.9 99.0 99.00
2023 06 01 07 40  60  2.8 99.0  0.20  3.10 99.00  90 1014.4   8.6   9.0   5.9 99.0 99.00
2023 06 01 07 50  53  2.5 99.0  0.20  3.00 99.00  87 1014.4   8.5   9.0   5.8 99.0 99.00
2023 06 01 08 00  66  2.8 99.0  0.20  3.30 99.00  88 1014.4   8.5   9.0   5.7 99.0 99.00
2023 06 01 08 10  67  3.0 99.0  0.20  3.10 99.00  88 1014.4   8.5   9.0   5.8 99.0 99.00
2023 06 01 08 20  71  3.9 99.0  0.20  3.20 99.00  88 1014.5   8.2   9.0   5.6 99.0 99.00
2023 06 01 08 30  79  3.7 99.0  0.20  3.20 99.00  91 1014.6   8.4   9.0   5.8 99.0 99.00
2023 06 01 08 40  79  3.9 99.0  0.20  3.10 99.00  80 1014.7   8.3   9.0   5.7 99.0 99.00
2023 06 01 08 50  79  4.1 99.0  0.20  2.90 99.00  58 1014.7   8.1   9.0   5.5 99.0 99.00
2023 06 01 09 00  79  4.0 99.0  0.20  3.10 99.00  79 1014.5   7.9   9.0   5.3 99.0 99.00
2023 06 01 09 10  68  3.9 99.0  0.20  3.20 99.00  86 1014.5   7.7   9.0   5.1 99.0 99.00
2023 06 01 09 20  67  4.2 99.0  0.20  3.10 99.00  90 1014.5   7.4   9.0   5.0 99.0 99.00
2023 06 01 09 30  72  4.2 99.0  0.20  3.00 99.00  85 1014.5   7.4   9.1   5.1 99.0 99.00
2023 06 01 09 40  84  4.2 99.0  0.20  3.00 99.00  86 1014.6   7.7   9.1   5.3 99.0 99.00
2023 06 01 09 50  80  3.9 99.0  0.20  3.00 99.00  82 1014.7   8.0   9.1   5.6 99.0 99.00
2023 06 01 10 00  85  4.0 99.0  0.20  2.70 99.00  80 1014.8   8.2   9.1   5.6 99.0 99.00
2023 06 01 10 10  76  3.9 99.0  0.20  3.00 99.00  82 1014.8   8.2   9.1   5.7 99.0 99.00
2023 06 01 10 20  56  3.6 99.0  0.20  2.90 99.00  84 1014.9   7.9   9.1   5.5 99.0 99.00
2023 06 01 10 30  64  3.3 99.0  0.20  2.90 99.00  86 1015.0   7.6   9.1   5.2 99.0 99.00
2023 06 01 10 40  62  3.9 99.0  0.10  2.80 99.00  89 1015.2   7.6   9.1   5.2 99.0 99.00
2023 06 01 10 50  73  3.3 99.0  0.10  2.90 99.00  89 1015.4   7.5   9.1   5.1 99.0 99.00
2023 06 01 11 00  78  4.0 99.0  0.20  2.80 99.00  88 1015.4   7.8   9.1   5.4 99.0 99.00
2023 06 01 11 10  87  4.7 99.0  0.10  3.00 99.00  89 1015.6   7.9   9.1   5.4 99.0 99.00
2023 06 01 11 20  77  4.6 99.0  0.10  2.70 99.00  89 1015.9   8.0   9.1   5.4 99.0 99.00
2023 06 01 11 30  57  4.4 99.0  0.10  3.00 99.00  94 1016.2   7.8   9.1   5.2 99.0 99.00
2023 06 01 11 40  35  3.3 99.0  0.20  2.80 99.00 108 1016.3   7.5   9.1   5.0 99.0 99.00
2023 06 01 11 50  47  4.4 99.0  0.20  2.70 99.00 122 1016.3   7.4   9.1   4.9 99.0 99.00
2023 06 01 12 00  54  4.5 99.0  0.20  2.80 99.00 128 1016.3   7.3   9.1   4.9 99.0 99.00
2023 06 01 12 10  72  3.8 99.0  0.20  1.80 99.00 124 1016.5   7.4   9.1   4.9 99.0 99.00
2023 06 01 12 20 101  4.6 99.0  0.10  2.70 99.00 113 1016.5   7.5   9.1   5.0 99.0 99.00
2023 06 01 12 30 106  5.8 99.0  0.10  1.90 99.00 110 1016.4   7.7   9.1   5.2 99.0 99.00
2023 06 01 12 40 114  6.5 99.0  0.20  1.70 99.00 103 1016.3   8.2   9.0   5.8 99.0 99.00
2023 06 01 12 50 119  6.7 99.0  0.20  1.90 99.00 102 1016.5   8.5   9.0   5.9 99.0 99.00
2023 06 01 13 00 121  6.0 99.0  0.20  1.80 99.00 105 1016.7   8.8   9.0   6.2 99.0 99.00
2023 06 01 13 10 113  5.1 99.0  0.20  1.80 99.00 110 1016.7   8.8   9.0   6.2 99.0 99.00
2023 06 01 13 20 124  2.7 99.0  0.20  2.00 99.00 115 1017.1   8.8   9.0   6.0 99.0 99.00
2023 06 01 13 30 134  2.4 99.0  0.20  2.10 99.00 119 1017.2   8.8   9.0   5.9 99.0 99.00
2023 06 01 13 40 132  2.4 99.0  0.20  2.10 99.00 114 1017.2   8.9   9.0   5.7 99.0 99.00
2023 06 01 13 50 140  1.1 99.0  0.20  2.00 99.00 106 1017.2   9.0   9.0   5.8 99.0 99.00
2023 06 01 14 00  87  1.0 99.0  0.20  4.00 99.00  89 1017.2   9.5   9.1   5.9 99.0 99.00
2023 06 01 14 10  56  0.8 99.0  0.20  4.40 99.00  89 1017.3   9.8   9.1   6.1 99.0 99.00
2023 06 01 14 20   6  2.2 99.0  0.20  1.90 99.00  91 1017.3   9.1   9.2   5.8 99.0 99.00
2023 06 01 14 30   2  2.6 99.0  0.20  2.00 99.00  95 1017.3   8.7   9.2   5.6 99.0 99.00
2023 06 01 14 40   5  2.8 99.0  0.20  2.00 99.00 102 1017.3   8.5   9.3   5.5 99.0 99.00
2023 06 01 14 50 360  2.8 99.0  0.20  4.10 99.00  85 1017.2   8.6   9.2   5.6 99.0 99.00
2023 06 01 15 00  16  2.8 99.0  0.20  2.10 99.00  85 1017.3   8.6   9.2   5.6 99.0 99.00
2023 06 01 15 10  14  2.7 99.0  0.10  1.90 99.00  91 1017.3   8.8   9.4   5.8 99.0 99.00
2023 06 01 15 20   9  2.5 99.0  0.10  2.50 99.00  92 1017.5   8.8   9.4   5.7 99.0 99.00
2023 06 01 15 30   8  1.9 99.0  0.10  2.50 99.00 107 1017.7   9.2   9.4   6.1 99.0 99.00
2023 06 01 15 40 357  2.4 99.0  0.10  2.50 99.00  91 1017.7   9.4   9.4   6.3 99.0 99.00
2023 06 01 15 50 349  2.6 99.0  0.10  2.60 99.00  91 1017.7   9.4   9.4   6.3 99.0 99.00
2023 06 01 16 00 347  3.5 99.0  0.10  2.60 99.00  91 1017.7   9.3   9.4   6.4 99.0 99.00
2023 06 01 16 10 347  3.7 99.0  0.10  2.40 99.00  87 1017.8   9.1   9.4   6.5 99.0 99.00
2023 06 01 16 20 348  3.7 99.0  0.10  2.70 99.00  89 1017.8   9.2   9.3   6.4 99.0 99.00
2023 06 01 16 30 350  3.3 99.0  0.10  2.50 99.00  87 1017.7   9.3   9.3   6.6 99.0 99.00
2023 06 01 16 40   7  2.6 99.0  0.20  3.00 99.00  90 1017.7   9.8   9.3   7.0 99.0 99.00
2023 06 01 16 50  18  2.6 99.0  0.20  3.20 99.00  94 1017.7  10.1   9.3   7.2 99.0 99.00
2023 06 01 17 00  27  3.2 99.0  0.20  3.10 99.00  97 1017.6  10.2   9.3   7.4 99.0 99.00
2023 06 01 17 10  46  4.1 99.0  0.20  3.20 99.00  98 1017.5  10.5   9.4   7.6 99.0 99.00
2023 06 01 17 20  56  3.4 99.0  0.20  2.80 99.00 100 1017.6  10.5   9.4   7.6 99.0 99.00
2023 06 01 17 30  59  2.8 99.0  0.20  2.90 99.00  94 1017.8  10.3   9.5   7.4 99.0 99.00
2023 06 01 17 40  59  3.1 99.0  0.20  3.00 99.00  87 1017.7  10.0   9.5   7.1 99.0 99.00
2023 06 01 17 50  63  3.4 99.0  0.20  2.90 99.00  87 1017.6   9.6   9.6   6.7 99.0 99.00
2023 06 01 18 00  73  3.8 99.0  0.20  2.90 99.00  88 1017.6   9.2   9.6   6.3 99.0 99.00
2023 06 01 18 10  80  4.6 99.0  0.10  2.80 99.00  83 1017.5   8.8   9.6   6.0 99.0 99.00
2023 06 01 18 20  81  4.0 99.0  0.20  3.00 99.00  82 1017.4   8.6   9.6   6.0 99.0 99.00
2023 06 01 18 30  83  4.0 99.0  0.20  3.10 99.00  78 1017.2   8.5   9.6   6.0 99.0 99.00
2023 06 01 18 40  87  4.1 99.0  0.20  3.00 99.00  79 1017.3   8.5   9.6   6.1 99.0 99.00
2023 06 01 18 50  84  4.5 99.0  0.20  3.00 99.00  82 1017.2   8.5   9.7   6.2 99.0 99.00
2023 06 01 19 00  78  4.8 99.0  0.10  2.70 99.00  85 1017.1   8.5   9.7   6.3 99.0 99.00
2023 06 01 19 10  76  4.8 99.0  0.20  3.00 99.00  90 1016.9   8.3   9.7   6.2 99.0 99.00
2023 06 01 19 20  84  5.6 99.0  0.20  1.70 99.00  94 1016.9   8.2   9.7   6.2 99.0 99.00
2023 06 01 19 30  89  5.9 99.0  0.20  3.20 99.00  95 1017.0   8.2   9.7   6.3 99.0 99.00
2023 06 01 19 40  94  7.4 99.0  0.20  1.80 99.00  99 1017.0   8.4   9.7   6.5 99.0 99.00
2023 06 01 19 50 113  7.1 99.0  0.20  2.00 99.00  88 1017.1   8.6   9.5   6.7 99.0 99.00
2023 06 01 20 00  80  4.5 99.0  0.20  2.10 99.00  85 1016.6   8.8   9.6   6.9 99.0 99.00
2023 06 01 20 10  34  4.3 99.0  0.20  2.10 99.00  85 1016.7   8.8   9.5   6.8 99.0 99.00
2023 06 01 20 20   2  4.8 99.0  0.20  2.40 99.00  90 1016.6   8.4   9.6   6.4 99.0 99.00
2023 06 01 20 30  14  4.7 99.0  0.20  2.30 99.00  95 1016.6   8.0   9.6   6.1 99.0 99.00
2023 06 01 20 40  16  4.1 99.0  0.20  2.10 99.00 109 1016.5   8.1   9.6   6.1 99.0 99.00
2023 06 01 20 50  23  3.9 99.0  0.20  2.20 99.00 110 1016.3   8.6   9.7   6.7 99.0 99.00
2023 06 01 21 00  54  4.3 99.0  0.20  2.00 99.00 110 1016.5   8.8   9.7   6.8 99.0 99.00
2023 06 01 21 10  45  4.9 99.0  0.20  3.60 99.00 109 1016.5   8.8   9.7   6.8 99.0 99.00
2023 06 01 21 20  59  5.2 99.0  0.20  1.80 99.00 100 1016.7   8.5   9.7   6.5 99.0 99.00
2023 06 01 21 30  67  5.3 99.0  0.20  1.80 99.00  88 1016.7   8.0   9.7   6.0 99.0 99.00
2023 06 01 21 40  67  6.5 99.0  0.20  1.90 99.00  89 1016.6   7.6   9.7   5.6 99.0 99.00
2023 06 01 21 50  62  6.6 99.0  0.20  2.00 99.00  86 1016.8   7.6   9.6   5.8 99.0 99.00
2023 06 01 22 00  42  6.9 99.0  0.20  2.10 99.00  90 1016.6   7.2   9.6   5.5 99.0 99.00
2023 06 01 22 10  34  7.7 99.0  0.30  2.00 99.00  79 1016.4   7.4   9.6   5.8 99.0 99.00
2023 06 01 22 20  31  7.9 99.0  0.30  2.20 99.00  56 1016.5   7.5   9.5   5.8 99.0 99.00
2023 06 01 22 30  45  8.0 99.0  0.30  2.20 99.00  45 1016.6   7.8   9.5   6.2 99.0 99.00
2023 06 01 22 40  81  6.5 99.0  0.40  2.50 99.00  49 1016.9   8.6   9.4   7.0 99.0 99.00
2023 06 01 22 50 113  5.8 99.0  0.40  2.80 99.00  53 1017.2   7.8   9.4   6.1 99.0 99.00
2023 06 01 23 00  87  6.0 99.0  0.40  2.70 99.00  53 1017.1   7.5   9.3   5.9 99.0 99.00
2023 06 01 23 10  83  5.0 99.0  0.40  2.90 99.00  46 1016.8   8.1   9.3   6.5 99.0 99.00
2023 06 01 23 20  75  5.8 99.0  0.40  2.80 99.00  49 1016.9   8.5   9.3   6.9 99.0 99.00
2023 06 01 23 30 100  3.8 99.0  0.40  3.00 99.00  57 1017.4   8.5   9.3   7.0 99.0 99.00
2023 06 01 23 40  76  3.4 99.0  0.40  3.00 99.00  60 1017.3   9.0   9.2   7.4 99.0 99.00
2023 06 01 23 50  53  6.0 99.0  0.40  2.60 99.00  64 1016.7   9.4   9.2   8.0 99.0 99.00
2023 06 02 00 00  54  6.7 99.0  0.40  3.10 99.00  69 1016.4  10.1   9.2   8.8 99.0 99.00
2023 06 02 00 10  24  5.5 99.0  0.40  3.00 99.00  64 1016.4  10.2   9.2   8.7 99.0 99.00
2023 06 02 00 20  31  5.9 99.0  0.40  3.30 99.00  69 1016.3   9.8   9.2   8.4 99.0 99.00
2023 06 02 00 30  40  4.4 99.0  0.40  3.00 99.00  64 1016.5   9.2   9.2   7.7 99.0 99.00
2023 06 02 00 40  65  5.0 99.0  0.40  3.00 99.00  67 1016.5   9.0   9.2   7.6 99.0 99.00
2023 06 02 00 50  85  5.4 99.0  0.40  3.20 99.00  68 1016.6   9.0   9.2   7.8 99.0 99.00
2023 06 02 01 00 129  6.5 99.0  0.40  3.30 99.00  65 1017.1   8.6   9.1   7.4 99.0 99.00
2023 06 02 01 10 122  5.5 99.0  0.40  3.30 99.00  57 1017.4   8.7   9.1   7.4 99.0 99.00
2023 06 02 01 20 100  4.6 99.0  0.40  3.40 99.00  56 1017.5   8.9   9.1   7.6 99.0 99.00
2023 06 02 01 30  94  4.5 99.0  0.40  3.50 99.00  62 1017.6   9.4   9.1   8.1 99.0 99.00
2023 06 02 01 40  98  4.3 99.0  0.40  3.70 99.00  62 1017.7   9.0   9.1   7.7 99.0 99.00
2023 06 02 01 50  87  4.8 99.0  0.40  3.10 99.00  66 1017.6   8.8   9.1   7.5 99.0 99.00
2023 06 02 02 00  77  5.1 99.0  0.40  3.50 99.00  76 1017.8   8.4   9.2   7.1 99.0 99.00
2023 06 02 02 10  36  3.9 99.0  0.40  3.40 99.00  80 1018.1   8.1   9.1   6.9 99.0 99.00
2023 06 02 02 20  27  3.5 99.0  0.40  3.60 99.00  73 1018.1   8.1   9.1   7.0 99.0 99.00
2023 06 02 02 30  41  2.8 99.0  0.40  3.40 99.00  75 1018.3   8.2   9.1   7.2 99.0 99.00
2023 06 02 02 40  31  2.6 99.0  0.30  3.20 99.00  71 1018.5   8.3   9.1   7.3 99.0 99.00
2023 06 02 02 50  44  3.2 99.0  0.30  3.30 99.00  71 1018.4   8.1   9.2   7.1 99.0 99.00
2023 06 02 03 00  54  3.9 99.0  0.30  3.50 99.00  69 1018.3   7.8   9.2   6.8 99.0 99.00
2023 06 02 03 10  59  4.4 99.0  0.30  3.30 99.00  64 1018.2   7.4   9.2   6.5 99.0 99.00
2023 06 02 03 20  59  4.1 99.0  0.30  3.30 99.00  76 1018.4   7.1   9.2   6.2 99.0 99.00
2023 06 02 03 30  64  4.1 99.0  0.30  3.30 99.00  76 1018.4   7.1   9.2   6.1 99.0 99.00
2023 06 02 03 40  68  3.9 99.0  0.30  3.20 99.00  78 1018.7   7.4   9.2   6.5 99.0 99.00
2023 06 02 03 50  74  3.7 99.0  0.30  3.30 99.00  82 1018.9   7.7   9.2   6.8 99.0 99.00
2023 06 02 04 00  71  4.6 99.0  0.30  3.10 99.00  77 1018.8   7.7   9.2   6.8 99.0 99.00
2023 06 02 04 10  74  4.9 99.0  0.30  3.30 99.00  76 1019.0   7.9   9.2   7.0 99.0 99.00
2023 06 02 04 20  75  5.3 99.0  0.30  3.30 99.00  79 1018.7   8.1   9.2   7.1 99.0 99.00
2023 06 02 04 30  74  6.1 99.0  0.30  3.20 99.00  95 1018.8   8.2   9.2   7.1 99.0 99.00
