#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2024 06 11 17 20  60  7.0   MM   0.4     3    MM  97 1010.6   7.4   9.2   7.1   MM   MM    MM
2024 06 11 17 10  50  6.0   MM   0.5     3    MM  93 1010.6   7.3   9.2   7.0   MM   MM    MM
2024 06 11 17 00  70  7.0   MM   0.4     3    MM  90 1010.6   7.0   9.2   6.7   MM -1.9    MM
2024 06 11 16 50  60  7.0   MM   0.5     3    MM  90 1010.6   6.8   9.2   6.4   MM   MM    MM
2024 06 11 16 40  60  8.0   MM   0.4     3    MM  81 1010.7   6.8   9.2   6.3   MM   MM    MM
2024 06 11 16 30  60  7.0   MM   0.4     3    MM  66 1011.0   6.8   9.3   6.2   MM   MM    MM
2024 06 11 16 20  60  7.0   MM   0.5     3    MM  59 1011.2   6.7   9.3   6.1   MM   MM    MM
2024 06 11 16 10  60  8.0   MM   0.4     3    MM  53 1011.1   6.7   9.3   6.0   MM   MM    MM
2024 06 11 16 00  70  7.0   MM   0.4     3    MM  46 1011.1   6.7   9.4   6.0   MM -1.2    MM
2024 06 11 15 50  70  7.0   MM   0.4     3    MM  40 1011.3   6.8   9.4   6.2   MM   MM    MM
2024 06 11 15 40  70  7.0   MM   0.4     3    MM  43 1011.6   6.9   9.5   6.2   MM   MM    MM
2024 06 11 15 30  70  7.0   MM   0.4     3    MM  51 1011.5   6.9   9.5   6.2   MM   MM    MM
2024 06 11 15 20  70  6.0   MM   0.3     3    MM  60 1011.6   6.9   9.6   6.0   MM   MM    MM
2024 06 11 15 10  60  7.0   MM   0.3     3    MM  77 1011.7   6.9   9.7   6.0   MM   MM    MM
2024 06 11 15 00  80  6.0   MM   0.3     2    MM  99 1011.9   7.0   9.7   6.0   MM -1.1    MM
2024 06 11 14 50  80  6.0   MM   0.3     3    MM 118 1011.9   7.5   9.7   6.3   MM   MM    MM
2024 06 11 14 40  60  5.0   MM   0.3     2    MM 142 1012.1   7.7   9.7   6.2   MM   MM    MM
2024 06 11 14 30  50  6.0   MM   0.2    MM    MM 169 1012.1   7.5   9.8   5.7   MM   MM    MM
2024 06 11 14 20  70  6.0   MM   0.2    MM    MM 191 1012.0   7.9   9.8   5.9   MM   MM    MM
2024 06 11 14 10  60  5.0   MM   0.2    MM    MM 201 1012.2   8.0   9.8   6.3   MM   MM    MM
2024 06 11 14 00  70  3.0   MM   0.2    MM    MM 208 1012.5   8.2   9.7   6.7   MM -0.9    MM
2024 06 11 13 50  70  3.0   MM   0.2    MM    MM 218 1012.5   8.2   9.8   6.7   MM   MM    MM
2024 06 11 13 40  60  4.0   MM   0.1    MM    MM 224 1012.4   8.9   9.8   6.4   MM   MM    MM
2024 06 11 13 30  40  3.0   MM   0.2    MM    MM 244 1012.5   9.0   9.8   6.5   MM   MM    MM
2024 06 11 13 20  40  3.0   MM   0.2    MM    MM 253 1012.4   9.0   9.8   6.4   MM   MM    MM
2024 06 11 13 10  50  3.0   MM   0.2    MM    MM 264 1012.3   9.1   9.8   6.1   MM   MM    MM
2024 06 11 13 00  30  4.0   MM   0.2    MM    MM 266 1012.3   9.0   9.8   5.9   MM -1.4    MM
2024 06 11 12 50  30  3.0   MM   0.2    MM    MM 275 1012.3   9.1   9.8   5.8   MM   MM    MM
2024 06 11 12 40  40  4.0   MM   0.2    MM    MM 289 1012.4   9.2   9.8   5.6   MM   MM    MM
2024 06 11 12 30  40  4.0   MM   0.2    MM    MM 295 1012.4   9.1   9.8   5.5   MM   MM    MM
2024 06 11 12 20  30  4.0   MM   0.2    MM    MM 297 1012.8   9.1   9.8   5.4   MM   MM    MM
2024 06 11 12 10  50  3.0   MM   0.2    MM    MM 299 1012.9   9.1   9.8   5.1   MM   MM    MM
2024 06 11 12 00  40  3.0   MM   0.2    MM    MM 305 1013.0   9.3   9.8   5.2   MM -1.2    MM
2024 06 11 11 50  40  4.0   MM   0.2    MM    MM 311 1013.0   9.4   9.8   5.1   MM   MM    MM
2024 06 11 11 40  50  4.0   MM   0.2    MM    MM 315 1013.0   9.4   9.9   5.2   MM   MM    MM
2024 06 11 11 30  40  4.0   MM   0.2    MM    MM 316 1013.1   9.5   9.9   5.0   MM   MM    MM
2024 06 11 11 20  50  4.0   MM   0.2    MM    MM 324 1013.2   9.5   9.9   5.3   MM   MM    MM
2024 06 11 11 10  40  3.0   MM   0.2    MM    MM 322 1013.3   9.5  10.0   5.5   MM   MM    MM
2024 06 11 11 00  40  4.0   MM   0.2    MM    MM 319 1013.4   9.5  10.0   5.0   MM -1.3    MM
2024 06 11 10 50  50  4.0   MM   0.2    MM    MM 323 1013.4   9.5  10.0   5.4   MM   MM    MM
2024 06 11 10 40  50  4.0   MM   0.1    MM    MM 332 1013.6   9.5  10.0   5.1   MM   MM    MM
2024 06 11 10 30  40  5.0   MM   0.2    MM    MM 334 1013.6   9.6  10.1   5.1   MM   MM    MM
2024 06 11 10 20  50  5.0   MM   0.1    MM    MM 339 1013.6   9.5  10.1   5.3   MM   MM    MM
2024 06 11 10 10  50  5.0   MM   0.1    MM    MM 222 1013.6   9.7  10.2   5.3   MM   MM    MM
2024 06 11 10 00  50  4.0   MM   0.1    MM    MM 158 1013.7   9.6  10.2   5.4   MM -1.0    MM
2024 06 11 09 50  50  4.0   MM   0.1    MM    MM 216 1013.6   9.5  10.2   5.4   MM   MM    MM
2024 06 11 09 40  30  3.0   MM   0.1    MM    MM  16 1013.9   9.2  10.1   5.4   MM   MM    MM
2024 06 11 09 30  10  2.0   MM   0.1    MM    MM  24 1014.0   9.1  10.1   5.4   MM   MM    MM
2024 06 11 09 20  30  3.0   MM   0.1    MM    MM  30 1014.1   9.1  10.1   5.2   MM   MM    MM
2024 06 11 09 10  20  2.0   MM   0.1    MM    MM  34 1014.1   8.9  10.1   5.3   MM   MM    MM
2024 06 11 09 00 360  2.0   MM   0.1    MM    MM  34 1014.2   8.7  10.0   5.0   MM -1.0    MM
2024 06 11 08 50 360  2.0   MM   0.1    MM    MM  37 1014.2   8.4  10.0   5.9   MM   MM    MM
2024 06 11 08 40  10  2.0   MM   0.1    MM    MM  39 1014.2   8.5   9.9   5.5   MM   MM    MM
2024 06 11 08 30  10  2.0   MM   0.1    MM    MM  41 1014.2   8.5   9.9   5.6   MM   MM    MM
2024 06 11 08 20  10  1.0   MM   0.1    MM    MM  48 1014.3   8.3   9.8   5.8   MM   MM    MM
2024 06 11 08 10 350  2.0   MM   0.1    MM    MM  53 1014.5   8.2   9.8   5.8   MM   MM    MM
2024 06 11 08 00 320  2.0   MM   0.1    MM    MM  53 1014.7   8.1   9.8   6.0   MM -1.5    MM
2024 06 11 07 50 330  2.0   MM   0.1    MM    MM  49 1014.6   8.0   9.7   6.1   MM   MM    MM
2024 06 11 07 40 350  2.0   MM   0.1    MM    MM  46 1014.6   8.0   9.5   6.2   MM   MM    MM
2024 06 11 07 30  10  2.0   MM   0.1    MM    MM  44 1014.7   8.0   9.4   6.2   MM   MM    MM
2024 06 11 07 20 350  2.0   MM   0.1    MM    MM  43 1014.7   8.3   9.4   6.4   MM   MM    MM
2024 06 11 07 10  30  2.0   MM   0.1    MM    MM  41 1014.7   8.4   9.4   7.0   MM   MM    MM
2024 06 11 07 00  30  1.0   MM   0.1    MM    MM  38 1014.8   8.2   9.4   6.4   MM -1.1    MM
2024 06 11 06 50  20  1.0   MM   0.1    MM    MM  39 1014.9   8.6   9.3   7.3   MM   MM    MM
2024 06 11 06 40  60  2.0   MM   0.1    MM    MM  43 1014.9   8.7   9.3   7.2   MM   MM    MM
2024 06 11 06 30  30  1.0   MM   0.1    MM    MM  50 1015.0   8.7   9.3   6.8   MM   MM    MM
2024 06 11 06 20 350  1.0   MM   0.1    MM    MM  57 1015.2   8.8   9.3   6.5   MM   MM    MM
2024 06 11 06 10 330  2.0   MM   0.1    MM    MM  66 1015.3   8.7   9.3   6.6   MM   MM    MM
2024 06 11 06 00 360  2.0   MM   0.1    MM    MM  73 1015.2   9.1   9.4   6.9   MM -0.7    MM
2024 06 11 05 50  30  2.0   MM   0.1    MM    MM  79 1015.2   9.0   9.4   7.0   MM   MM    MM
2024 06 11 05 40  40  2.0   MM   0.1    MM    MM  90 1015.4   9.5   9.4   7.0   MM   MM    MM
2024 06 11 05 30  20  2.0   MM   0.1    MM    MM 105 1015.6   9.3   9.5   7.0   MM   MM    MM
2024 06 11 05 20  30  2.0   MM   0.1    MM    MM 117 1015.7   9.3   9.5   6.9   MM   MM    MM
2024 06 11 05 10  10  1.0   MM   0.1    MM    MM 128 1016.1   9.3   9.5   7.2   MM   MM    MM
2024 06 11 05 00 300  1.0   MM   0.1    MM    MM 141 1016.2   9.5   9.5   7.5   MM +0.3    MM
2024 06 11 04 50 290  2.0   MM   0.1    MM    MM 146 1016.1   9.5   9.6   7.4   MM   MM    MM
2024 06 11 04 40 310  2.0   MM   0.1    MM    MM 148 1015.9   9.6   9.6   7.7   MM   MM    MM
2024 06 11 04 30 340  1.0   MM   0.1    MM    MM 148 1015.8   9.8   9.6   7.3   MM   MM    MM
2024 06 11 04 20 330  1.0   MM   0.1    MM    MM 154 1015.8   9.9   9.7   7.6   MM   MM    MM
2024 06 11 04 10  30  1.0   MM   0.1    MM    MM 158 1015.8   9.7   9.7   7.6   MM   MM    MM
2024 06 11 04 00  20  1.0   MM   0.1    MM    MM 159 1015.8   9.9   9.7   7.9   MM +0.0    MM
2024 06 11 03 50  20  2.0   MM   0.1    MM    MM 159 1015.9  10.7   9.7   7.2   MM   MM    MM
2024 06 11 03 40  40  2.0   MM   0.1    MM    MM 157 1015.8  11.2   9.8   6.6   MM   MM    MM
2024 06 11 03 30  30  2.0   MM   0.1    MM    MM 163 1015.9  11.2   9.8   6.3   MM   MM    MM
2024 06 11 03 20 340  2.0   MM   0.1    MM    MM 174 1015.9  10.6   9.8   6.6   MM   MM    MM
2024 06 11 03 10 360  2.0   MM   0.1    MM    MM 174 1015.9  10.6   9.9   6.5   MM   MM    MM
2024 06 11 03 00  50  3.0   MM   0.1    MM    MM 117 1015.9  10.7   9.9   6.1   MM +0.0    MM
2024 06 11 02 50  20  2.0   MM   0.1    MM    MM 104 1015.9  10.5  10.0   6.1   MM   MM    MM
2024 06 11 02 40  10  2.0   MM   0.1    MM    MM 146 1015.9  10.5  10.0   5.8   MM   MM    MM
2024 06 11 02 30  10  2.0   MM   0.1    MM    MM 144 1016.0  10.3  10.0   6.5   MM   MM    MM
2024 06 11 02 20  30  2.0   MM   0.1    MM    MM 145 1015.9  10.2  10.1   6.7   MM   MM    MM
2024 06 11 02 10  40  3.0   MM   0.1    MM    MM 146 1015.8  10.1  10.1   7.0   MM   MM    MM
2024 06 11 02 00  40  2.0   MM   0.1    MM    MM 144 1015.9  10.1  10.1   6.9   MM -0.8    MM
2024 06 11 01 50  30  2.0   MM   0.1    MM    MM 148 1016.0  10.1  10.2   7.2   MM   MM    MM
2024 06 11 01 40  30  2.0   MM   0.1    MM    MM 146 1016.0  10.0  10.3   6.9   MM   MM    MM
2024 06 11 01 30  20  2.0   MM   0.1    MM    MM 143 1016.1   9.8  10.3   6.9   MM   MM    MM
2024 06 11 01 20  30  2.0   MM   0.1    MM    MM 138 1016.1   9.9  10.4   6.9   MM   MM    MM
2024 06 11 01 10  50  2.0   MM   0.1    MM    MM 130 1016.0  10.2  10.4   6.6   MM   MM    MM
2024 06 11 01 00 100  3.0   MM   0.1    MM    MM 129 1015.8  10.6  10.4   6.6   MM -1.5    MM
2024 06 11 00 50 100  3.0   MM   0.1    MM    MM 116 1015.7  11.9  10.5   6.9   MM   MM    MM
2024 06 11 00 40  60  2.0   MM   0.1    MM    MM 106 1015.8  12.1  10.5   6.8   MM   MM    MM
2024 06 11 00 30 360  1.0   MM   0.1    MM    MM  99 1015.8  11.3  10.6   8.0   MM   MM    MM
2024 06 11 00 20  40  2.0   MM   0.1    MM    MM  89 1015.6  11.3  10.6   7.6   MM   MM    MM
2024 06 11 00 10  60  3.0   MM   0.1    MM    MM  88 1015.7  11.2  10.6   7.1   MM   MM    MM
2024 06 11 00 00  70  3.0   MM   0.1    MM    MM  97 1015.8  11.2  10.8   7.3   MM -1.8    MM
2024 06 10 23 50  80  3.0   MM   0.1    MM    MM 104 1016.0  11.4  10.8   8.2   MM   MM    MM
2024 06 10 23 40  60  3.0   MM   0.1    MM    MM 104 1016.0  12.0  10.9   7.8   MM   MM    MM
2024 06 10 23 30  50  3.0   MM   0.1    MM    MM 107 1016.3  11.6  10.9   7.3   MM   MM    MM
2024 06 10 23 20  40  3.0   MM   0.1    MM    MM 104 1016.5  11.3  11.0   7.3   MM   MM    MM
2024 06 10 23 10  50  3.0   MM   0.1    MM    MM 102 1016.7  11.5  11.1   8.0   MM   MM    MM
2024 06 10 23 00  50  3.0   MM   0.1    MM    MM 110 1016.7  11.5  11.1   7.8   MM -1.4    MM
2024 06 10 22 50  40  3.0   MM   0.1    MM    MM 118 1016.8  11.3  11.1   7.5   MM   MM    MM
2024 06 10 22 40  50  3.0   MM   0.1    MM    MM 117 1016.9  11.0  11.2   7.2   MM   MM    MM
2024 06 10 22 30  60  3.0   MM   0.1    MM    MM 115 1017.0  11.3  11.3   7.2   MM   MM    MM
2024 06 10 22 20  70  3.0   MM   0.1    MM    MM 112 1017.2  11.5  11.3   7.5   MM   MM    MM
2024 06 10 22 10  50  4.0   MM   0.1    MM    MM  98 1017.2  11.5  11.4   7.0   MM   MM    MM
2024 06 10 22 00  60  4.0   MM   0.1    MM    MM  78 1017.3  11.7  11.5   7.1   MM -1.5    MM
2024 06 10 21 50  50  3.0   MM   0.1    MM    MM  64 1017.3  11.7  11.6   7.4   MM   MM    MM
2024 06 10 21 40  60  3.0   MM   0.1    MM    MM 107 1017.3  11.5  11.6   7.2   MM   MM    MM
2024 06 10 21 30  70  3.0   MM   0.1    MM    MM  83 1017.4  11.7  11.8   7.2   MM   MM    MM
2024 06 10 21 20  60  3.0   MM   0.1    MM    MM  16 1017.6  11.9  11.8   7.4   MM   MM    MM
2024 06 10 21 10  60  3.0   MM   0.0    MM    MM 187 1017.6  11.6  11.8   7.3   MM   MM    MM
2024 06 10 21 00  50  3.0   MM   0.0    MM    MM 350 1017.7  11.5  11.8   7.0   MM -2.3    MM
2024 06 10 20 50  60  3.0   MM   0.0    MM    MM 352 1017.7  11.4  11.8   6.9   MM   MM    MM
2024 06 10 20 40  60  3.0   MM   0.0    MM    MM 192 1017.8  11.5  12.0   6.7   MM   MM    MM
2024 06 10 20 30  60  3.0   MM   0.1    MM    MM  58 1017.8  11.6  12.2   6.8   MM   MM    MM
2024 06 10 20 20  70  3.0   MM   0.1    MM    MM 217 1017.9  11.9  12.6   7.2   MM   MM    MM
2024 06 10 20 10  70  3.0   MM   0.0    MM    MM 352 1018.0  12.3  12.9   7.4   MM   MM    MM
2024 06 10 20 00  60  2.0   MM   0.0    MM    MM 191 1018.1  12.5  13.0   6.6   MM -2.3    MM
2024 06 10 19 50  60  2.0   MM   0.0    MM    MM  48 1018.2  12.6  13.3   6.2   MM   MM    MM
2024 06 10 19 40  60  2.0   MM   0.1    MM    MM  89 1018.2  12.5  13.3   5.9   MM   MM    MM
2024 06 10 19 30  60  1.0   MM   0.1    MM    MM  86 1018.5  12.7  13.1   5.5   MM   MM    MM
2024 06 10 19 20  70  1.0   MM   0.0    MM    MM  58 1018.5  12.5  13.1   5.0   MM   MM    MM
2024 06 10 19 10  80  1.0   MM   0.0    MM    MM  57 1018.7  12.6  13.0   4.7   MM   MM    MM
2024 06 10 19 00  90  1.0   MM   0.0    MM    MM  82 1018.9  12.5  12.9   4.2   MM -1.8    MM
2024 06 10 18 50  60  1.0   MM   0.0    MM    MM 103 1019.0  12.3  12.6   4.4   MM   MM    MM
2024 06 10 18 40  70  1.0   MM   0.0    MM    MM 115 1019.2  12.7  12.2   4.5   MM   MM    MM
2024 06 10 18 30  50  1.0   MM   0.0    MM    MM 110 1019.3  12.4  12.4   4.1   MM   MM    MM
2024 06 10 18 20  70  1.0   MM   0.1    MM    MM 123 1019.5  12.3  12.4   4.3   MM   MM    MM
2024 06 10 18 10  90  2.0   MM   0.1    MM    MM 150 1019.7  12.4  12.3   4.1   MM   MM    MM
2024 06 10 18 00  90  1.0   MM   0.1    MM    MM 149 1019.9  12.4  12.4   3.7   MM -0.7    MM
2024 06 10 17 50  70  2.0   MM   0.1    MM    MM 153 1020.0  12.3  12.2   3.8   MM   MM    MM
2024 06 10 17 40  70  2.0   MM   0.1    MM    MM 159 1020.1  12.4  12.1   3.8   MM   MM    MM
2024 06 10 17 30  70  1.0   MM   0.0    MM    MM 158 1020.2  12.4  12.2   4.0   MM   MM    MM
2024 06 10 17 20  80  2.0   MM   0.1    MM    MM 162 1020.2  12.5  12.2   4.4   MM   MM    MM
2024 06 10 17 10  70  2.0   MM   0.1    MM    MM 178 1020.3  12.3  12.1   4.2   MM   MM    MM
2024 06 10 17 00  80  2.0   MM   0.1    MM    MM 187 1020.4  12.4  12.1   4.0   MM -0.5    MM
2024 06 10 16 50  70  2.0   MM   0.1    MM    MM 180 1020.5  12.5  12.0   4.5   MM   MM    MM
2024 06 10 16 40  70  2.0   MM   0.1    MM    MM 151 1020.4  12.6  11.7   5.0   MM   MM    MM
2024 06 10 16 30  60  1.0   MM   0.1    MM    MM 153 1020.5  12.5  10.9   4.8   MM   MM    MM
2024 06 10 16 20  70  2.0   MM   0.1    MM    MM 169 1020.5  12.6  10.9   5.2   MM   MM    MM
2024 06 10 16 10  90  2.0   MM   0.0    MM    MM 178 1020.5  12.6  10.6   5.8   MM   MM    MM
2024 06 10 16 00  60  1.0   MM   0.0    MM    MM 211 1020.7  13.0  10.8   6.6   MM +0.0    MM
2024 06 10 15 50  MM  0.0   MM   0.1    MM    MM 213 1020.7  13.4  10.8   7.0   MM   MM    MM
2024 06 10 15 40  MM  0.0   MM   0.1    MM    MM 200 1020.6  13.9  10.4   7.3   MM   MM    MM
2024 06 10 15 30  MM  0.0   MM   0.1    MM    MM 196 1020.6  13.1  10.5   6.7   MM   MM    MM
2024 06 10 15 20  MM  0.0   MM   0.1    MM    MM 190 1020.6  13.2  10.3   6.8   MM   MM    MM
2024 06 10 15 10  MM  0.0   MM   0.1    MM    MM 190 1020.6  11.5  10.4   6.6   MM   MM    MM
2024 06 10 15 00 270  1.0   MM   0.1    MM    MM 193 1020.6  11.1  10.2   6.6   MM +0.5    MM
2024 06 10 14 50 230  1.0   MM   0.1    MM    MM 196 1020.7  11.1  10.3   6.5   MM   MM    MM
2024 06 10 14 40 200  1.0   MM   0.1    MM    MM 199 1020.8  11.4  10.1   6.7   MM   MM    MM
2024 06 10 14 30 200  1.0   MM   0.1    MM    MM 200 1020.9  10.9  10.0   6.6   MM   MM    MM
2024 06 10 14 20 180  1.0   MM   0.1    MM    MM 208 1020.9  10.8  10.0   6.2   MM   MM    MM
2024 06 10 14 10 180  1.0   MM   0.1    MM    MM 227 1020.8  12.0   9.8   6.9   MM   MM    MM
2024 06 10 14 00  MM  0.0   MM   0.1    MM    MM 223 1020.9  11.5   9.8   7.2   MM +0.9    MM
2024 06 10 13 50 290  1.0   MM   0.1    MM    MM 206 1020.8  10.3   9.7   6.8   MM   MM    MM
2024 06 10 13 40 260  1.0   MM   0.1    MM    MM 197 1020.8  10.4   9.7   6.5   MM   MM    MM
2024 06 10 13 30 240  1.0   MM   0.1    MM    MM 203 1020.9  10.1   9.7   6.8   MM   MM    MM
2024 06 10 13 20 210  1.0   MM   0.1    MM    MM 205 1020.9  10.0   9.6   6.8   MM   MM    MM
2024 06 10 13 10 190  1.0   MM   0.1    MM    MM 200 1020.8  10.2   9.6   6.6   MM   MM    MM
2024 06 10 13 00 180  1.0   MM   0.1    MM    MM 197 1020.8  10.2   9.5   6.7   MM +0.9    MM
2024 06 10 12 50 170  2.0   MM   0.1    MM    MM 199 1020.7   9.9   9.5   6.8   MM   MM    MM
2024 06 10 12 40 110  1.0   MM   0.1    MM    MM 183 1020.5  10.1   9.5   6.2   MM   MM    MM
2024 06 10 12 30  70  2.0   MM   0.1    MM    MM 180 1020.4   9.9   9.5   5.8   MM   MM    MM
2024 06 10 12 20  90  2.0   MM   0.1    MM    MM 171 1020.4   9.8   9.5   5.9   MM   MM    MM
2024 06 10 12 10  80  2.0   MM   0.1    MM    MM 174 1020.3   9.9   9.4   5.6   MM   MM    MM
2024 06 10 12 00  50  2.0   MM   0.1    MM    MM 174 1020.2   9.7   9.4   5.1   MM +0.9    MM
2024 06 10 11 50  80  2.0   MM   0.1    MM    MM 168 1020.2   9.6   9.4   5.9   MM   MM    MM
2024 06 10 11 40  90  1.0   MM   0.1    MM    MM 165 1020.2   9.8   9.4   5.7   MM   MM    MM
2024 06 10 11 30 100  1.0   MM   0.1    MM    MM 155 1020.1  10.2   9.4   5.1   MM   MM    MM
2024 06 10 11 20  60  1.0   MM   0.1    MM    MM 146 1020.2  10.2   9.4   4.7   MM   MM    MM
2024 06 10 11 10 350  1.0   MM   0.1    MM    MM 145 1020.1   9.3   9.4   5.0   MM   MM    MM
2024 06 10 11 00 360  2.0   MM   0.1    MM    MM 146 1020.0   8.9   9.4   5.2   MM +1.6    MM
2024 06 10 10 50  10  3.0   MM   0.1    MM    MM 141 1020.0   8.9   9.4   4.8   MM   MM    MM
2024 06 10 10 40  10  3.0   MM   0.1    MM    MM 131 1020.0   8.9   9.4   4.6   MM   MM    MM
2024 06 10 10 30 350  2.0   MM   0.1    MM    MM 125 1019.9   8.4   9.4   5.1   MM   MM    MM
2024 06 10 10 20 350  2.0   MM   0.1    MM    MM 126 1019.9   8.1   9.4   5.6   MM   MM    MM
2024 06 10 10 10 320  1.0   MM   0.1    MM    MM 134 1019.9   8.2   9.4   5.6   MM   MM    MM
2024 06 10 10 00 320  2.0   MM   0.1    MM    MM 143 1019.8   8.7   9.4   5.8   MM +1.4    MM
2024 06 10 09 50 310  1.0   MM   0.1    MM    MM 154 1019.7   9.1   9.5   6.5   MM   MM    MM
2024 06 10 09 40 280  1.0   MM   0.1    MM    MM 165 1019.6   9.9   9.5   6.0   MM   MM    MM
2024 06 10 09 30 290  1.0   MM   0.1    MM    MM 175 1019.5   9.9   9.5   5.6   MM   MM    MM
2024 06 10 09 20 280  1.0   MM   0.1    MM    MM 180 1019.5   9.9   9.5   6.1   MM   MM    MM
2024 06 10 09 10  70  1.0   MM   0.1    MM    MM 182 1019.4  10.5   9.5   5.5   MM   MM    MM
2024 06 10 09 00  90  2.0   MM   0.1    MM    MM 178 1019.3  11.7   9.5   4.4   MM +0.9    MM
2024 06 10 08 50  40  4.0   MM   0.1    MM    MM 161 1019.1  11.4   9.5   4.9   MM   MM    MM
2024 06 10 08 40 360  5.0   MM   0.1    MM    MM 140 1019.0  11.7   9.5   4.6   MM   MM    MM
2024 06 10 08 30 350  5.0   MM   0.1    MM    MM 110 1018.9  11.7   9.5   4.5   MM   MM    MM
2024 06 10 08 20 350  5.0   MM   0.1    MM    MM  81 1018.8  12.0   9.5   4.5   MM   MM    MM
2024 06 10 08 10 360  6.0   MM   0.1    MM    MM  62 1018.6  12.2   9.5   4.6   MM   MM    MM
2024 06 10 08 00  10  6.0   MM   0.1    MM    MM  42 1018.4  12.2   9.5   4.6   MM +0.3    MM
2024 06 10 07 50 360  6.0   MM   0.1    MM    MM  22 1018.4  12.0   9.5   4.9   MM   MM    MM
2024 06 10 07 40 360  6.0   MM   0.1    MM    MM  25 1018.5  12.0   9.5   4.9   MM   MM    MM
2024 06 10 07 30 350  6.0   MM   0.1    MM    MM  36 1018.5  12.0   9.5   5.1   MM   MM    MM
2024 06 10 07 20 340  6.0   MM   0.1    MM    MM  43 1018.5  11.9   9.5   5.1   MM   MM    MM
2024 06 10 07 10 350  6.0   MM   0.1    MM    MM  47 1018.5  12.2   9.5   5.2   MM   MM    MM
2024 06 10 07 00 350  6.0   MM   0.1    MM    MM  48 1018.4  12.1   9.5   5.5   MM +0.5    MM
2024 06 10 06 50 340  6.0   MM   0.0    MM    MM  48 1018.5  12.1   9.5   5.5   MM   MM    MM
