#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2020 07 23 20 00  57  4.9  5.7 99.00 99.00 99.00 999 9999.0  17.9  17.7  13.6 99.0 99.00
2020 07 23 20 10  55  5.0  5.7 99.00 99.00 99.00 999 9999.0  17.8  17.4  13.7 99.0 99.00
2020 07 23 20 20  60  5.0  5.8 99.00 99.00 99.00 999 9999.0  17.7  17.3  13.7 99.0 99.00
2020 07 23 20 30  58  4.9  5.5 99.00 99.00 99.00 999 9999.0  17.6  17.1  13.9 99.0 99.00
2020 07 23 20 40  58  5.2  5.7 99.00 99.00 99.00 999 9999.0  17.6  17.0  13.9 99.0 99.00
2020 07 23 20 50  47  5.2  5.6 99.00 99.00 99.00 999 9999.0  17.6  16.9  14.0 99.0 99.00
2020 07 23 21 00  62  5.7  6.2 99.00 99.00 99.00 999 9999.0  17.6  16.7  13.9 99.0 99.00
2020 07 23 21 10  55  5.4  6.1 99.00 99.00 99.00 999 9999.0  17.6  16.7  14.1 99.0 99.00
2020 07 23 21 20  40  5.0  5.8 99.00 99.00 99.00 999 9999.0  17.6  17.1  14.1 99.0 99.00
2020 07 23 21 30  46  5.1  5.8 99.00 99.00 99.00 999 9999.0  17.6  17.2  14.2 99.0 99.00
2020 07 23 21 40  58  4.7  5.3 99.00 99.00 99.00 999 9999.0  17.6  17.3  14.4 99.0 99.00
2020 07 23 21 50  54  5.0  5.8 99.00 99.00 99.00 999 9999.0  17.5  17.2  14.3 99.0 99.00
2020 07 23 22 00  60  5.0  5.6 99.00 99.00 99.00 999 9999.0  17.5  17.3  14.4 99.0 99.00
2020 07 23 22 10  49  4.8  5.0 99.00 99.00 99.00 999 9999.0  17.4  17.4  14.3 99.0 99.00
