#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2024 06 01 19 30  80  1.0   MM    MM    MM    MM  MM 1010.9  14.4  11.9  12.2   MM   MM    MM
2024 06 01 19 20 110  2.0   MM    MM    MM    MM  MM 1011.1  13.5  11.8  11.8   MM   MM    MM
2024 06 01 19 10  90  2.0   MM    MM    MM    MM  MM 1011.2  12.7  11.9  11.5   MM   MM    MM
2024 06 01 19 00 120  3.0   MM    MM    MM    MM  MM 1011.3  12.4  11.7  11.3   MM -2.1    MM
2024 06 01 18 50 120  3.0   MM    MM    MM    MM  MM 1011.4  12.0  11.6  11.1   MM   MM    MM
2024 06 01 18 40 110  3.0   MM    MM    MM    MM  MM 1011.5  11.7  11.6  10.8   MM   MM    MM
2024 06 01 18 30  80  3.0   MM    MM    MM    MM  MM 1011.6  11.5  11.7  10.7   MM   MM    MM
2024 06 01 18 20 100  3.0   MM    MM    MM    MM  MM 1011.7  11.6  11.6  10.7   MM   MM    MM
2024 06 01 18 10 100  3.0   MM    MM    MM    MM  MM 1011.8  11.2  11.5  10.5   MM   MM    MM
2024 06 01 18 00 110  3.0   MM    MM    MM    MM  MM 1011.8  10.8  11.5  10.1   MM -1.6    MM
2024 06 01 17 50  90  3.0   MM    MM    MM    MM  MM 1012.0  10.5  11.5   9.7   MM   MM    MM
2024 06 01 17 40  80  3.0   MM    MM    MM    MM  MM 1012.0  10.3  11.5   9.6   MM   MM    MM
2024 06 01 17 30  80  3.0   MM    MM    MM    MM  MM 1012.2  10.2  11.5   9.5   MM   MM    MM
2024 06 01 17 20  60  3.0   MM    MM    MM    MM  MM 1012.4  10.1  11.5   9.4   MM   MM    MM
2024 06 01 17 10  40  3.0   MM    MM    MM    MM  MM 1012.5   9.9  11.4   9.3   MM   MM    MM
2024 06 01 17 00  30  3.0   MM    MM    MM    MM  MM 1012.6  10.0  11.3   9.3   MM -1.2    MM
2024 06 01 16 50  40  3.0   MM    MM    MM    MM  MM 1012.6  10.0  11.3   9.3   MM   MM    MM
2024 06 01 16 40  40  4.0   MM    MM    MM    MM  MM 1012.8  10.0  11.2   9.3   MM   MM    MM
2024 06 01 16 30  40  4.0   MM    MM    MM    MM  MM 1012.9  10.0  11.1   9.3   MM   MM    MM
2024 06 01 16 20  40  3.0   MM    MM    MM    MM  MM 1013.1  10.0  11.1   9.3   MM   MM    MM
2024 06 01 16 10  20  3.0   MM    MM    MM    MM  MM 1013.2  10.0  11.0   9.2   MM   MM    MM
2024 06 01 16 00  20  3.0   MM    MM    MM    MM  MM 1013.3   9.9  10.9   9.2   MM -0.6    MM
2024 06 01 15 50  20  3.0   MM    MM    MM    MM  MM 1013.4   9.9  10.7   9.1   MM   MM    MM
2024 06 01 15 40  20  2.0   MM    MM    MM    MM  MM 1013.4  10.0  10.6   9.1   MM   MM    MM
2024 06 01 15 30  10  2.0   MM    MM    MM    MM  MM 1013.4  10.2  10.5   9.2   MM   MM    MM
2024 06 01 15 20 360  3.0   MM    MM    MM    MM  MM 1013.5  10.8  10.5   9.8   MM   MM    MM
2024 06 01 15 10  10  2.0   MM    MM    MM    MM  MM 1013.5  11.9  10.4  10.7   MM   MM    MM
2024 06 01 15 00  50  1.0   MM    MM    MM    MM  MM 1013.4  12.2  10.3  11.1   MM -0.3    MM
2024 06 01 14 50  80  1.0   MM    MM    MM    MM  MM 1013.4  12.2  10.3  11.1   MM   MM    MM
2024 06 01 14 40  90  1.0   MM    MM    MM    MM  MM 1013.4  12.3  10.3  11.2   MM   MM    MM
2024 06 01 14 30 120  1.0   MM    MM    MM    MM  MM 1013.5  12.4  10.3  11.2   MM   MM    MM
2024 06 01 14 20 170  1.0   MM    MM    MM    MM  MM 1013.7  11.9  10.2  10.9   MM   MM    MM
2024 06 01 14 10 160  1.0   MM    MM    MM    MM  MM 1013.8  11.5  10.2  10.6   MM   MM    MM
2024 06 01 14 00 170  1.0   MM    MM    MM    MM  MM 1013.8  11.4  10.1  10.4   MM +0.0    MM
2024 06 01 13 50  MM  0.0   MM    MM    MM    MM  MM 1014.0  11.3  10.1  10.4   MM   MM    MM
2024 06 01 13 40  80  1.0   MM    MM    MM    MM  MM 1013.9  10.8  10.1  10.0   MM   MM    MM
2024 06 01 13 30  50  1.0   MM    MM    MM    MM  MM 1013.9  10.5  10.0   9.8   MM   MM    MM
2024 06 01 13 20  20  1.0   MM    MM    MM    MM  MM 1014.0  10.5  10.0   9.6   MM   MM    MM
2024 06 01 13 10  30  1.0   MM    MM    MM    MM  MM 1014.0  10.6  10.0   9.8   MM   MM    MM
2024 06 01 13 00  50  1.0   MM    MM    MM    MM  MM 1013.9  10.5   9.9   9.7   MM -0.0    MM
2024 06 01 12 50 360  1.0   MM    MM    MM    MM  MM 1013.9  10.8   9.9  10.1   MM   MM    MM
2024 06 01 12 40 130  1.0   MM    MM    MM    MM  MM 1013.8  11.1   9.9  10.4   MM   MM    MM
2024 06 01 12 30  90  1.0   MM    MM    MM    MM  MM 1013.7  10.9   9.9  10.2   MM   MM    MM
2024 06 01 12 20  70  1.0   MM    MM    MM    MM  MM 1013.7  10.8   9.9  10.1   MM   MM    MM
2024 06 01 12 10  70  1.0   MM    MM    MM    MM  MM 1013.7  10.8   9.9  10.2   MM   MM    MM
2024 06 01 12 00  80  2.0   MM    MM    MM    MM  MM 1013.7  10.8   9.9  10.2   MM +0.0    MM
2024 06 01 11 50  70  2.0   MM    MM    MM    MM  MM 1013.8  10.9   9.9  10.3   MM   MM    MM
2024 06 01 11 40  90  2.0   MM    MM    MM    MM  MM 1013.7  10.9   9.9  10.4   MM   MM    MM
2024 06 01 11 30  80  2.0   MM    MM    MM    MM  MM 1013.7  10.9   9.9  10.3   MM   MM    MM
2024 06 01 11 20  60  2.0   MM    MM    MM    MM  MM 1013.7  10.9   9.9  10.3   MM   MM    MM
2024 06 01 11 10  60  2.0   MM    MM    MM    MM  MM 1013.8  10.9   9.9  10.4   MM   MM    MM
2024 06 01 11 00  70  3.0   MM    MM    MM    MM  MM 1013.8  10.9   9.9  10.3   MM -0.4    MM
2024 06 01 10 50  60  2.0   MM    MM    MM    MM  MM 1013.8  10.8   9.9  10.2   MM   MM    MM
2024 06 01 10 40  60  3.0   MM    MM    MM    MM  MM 1013.9  10.9   9.9  10.3   MM   MM    MM
2024 06 01 10 30  50  2.0   MM    MM    MM    MM  MM 1014.0  10.9  10.0  10.3   MM   MM    MM
2024 06 01 10 20  30  2.0   MM    MM    MM    MM  MM 1014.0  10.8  10.0  10.2   MM   MM    MM
2024 06 01 10 10  40  3.0   MM    MM    MM    MM  MM 1014.0  10.7  10.1  10.0   MM   MM    MM
2024 06 01 10 00  30  2.0   MM    MM    MM    MM  MM 1014.0  10.7  10.1  10.0   MM -0.5    MM
2024 06 01 09 50  50  2.0   MM    MM    MM    MM  MM 1014.0  10.9  10.1  10.2   MM   MM    MM
2024 06 01 09 40  50  2.0   MM    MM    MM    MM  MM 1014.0  11.0  10.1  10.3   MM   MM    MM
2024 06 01 09 30  20  3.0   MM    MM    MM    MM  MM 1014.0  11.0  10.1  10.4   MM   MM    MM
2024 06 01 09 20  30  3.0   MM    MM    MM    MM  MM 1013.9  11.0  10.2  10.3   MM   MM    MM
2024 06 01 09 10  60  3.0   MM    MM    MM    MM  MM 1013.7  11.1  10.2  10.3   MM   MM    MM
2024 06 01 09 00  30  2.0   MM    MM    MM    MM  MM 1013.9  11.2  10.2  10.4   MM -1.2    MM
2024 06 01 08 50  50  2.0   MM    MM    MM    MM  MM 1013.9  11.4  10.2  10.5   MM   MM    MM
2024 06 01 08 40  30  2.0   MM    MM    MM    MM  MM 1013.9  11.5  10.2  10.6   MM   MM    MM
2024 06 01 08 30  30  2.0   MM    MM    MM    MM  MM 1014.0  11.4  10.2  10.4   MM   MM    MM
2024 06 01 08 20  20  2.0   MM    MM    MM    MM  MM 1014.1  11.6  10.2  10.7   MM   MM    MM
2024 06 01 08 10 350  2.0   MM    MM    MM    MM  MM 1014.3  12.5  10.2  11.4   MM   MM    MM
2024 06 01 08 00 360  2.0   MM    MM    MM    MM  MM 1014.2  13.6  10.2  12.3   MM -1.8    MM
2024 06 01 07 50  10  1.0   MM    MM    MM    MM  MM 1014.2  14.6  10.1  13.0   MM   MM    MM
2024 06 01 07 40 260  1.0   MM    MM    MM    MM  MM 1014.4  14.7  10.1  13.2   MM   MM    MM
2024 06 01 07 30 300  1.0   MM    MM    MM    MM  MM 1014.3  14.3  10.1  13.0   MM   MM    MM
2024 06 01 07 20 330  1.0   MM    MM    MM    MM  MM 1014.4  14.2  10.2  12.8   MM   MM    MM
2024 06 01 07 10 360  1.0   MM    MM    MM    MM  MM 1014.4  14.0  10.2  12.6   MM   MM    MM
2024 06 01 07 00 190  1.0   MM    MM    MM    MM  MM 1014.5  14.0  10.2  12.6   MM -1.4    MM
2024 06 01 06 50 190  1.0   MM    MM    MM    MM  MM 1014.6  14.0  10.2  12.5   MM   MM    MM
2024 06 01 06 40 200  2.0   MM    MM    MM    MM  MM 1014.8  14.2  10.2  12.7   MM   MM    MM
2024 06 01 06 30 200  2.0   MM    MM    MM    MM  MM 1015.0  14.1  10.2  12.9   MM   MM    MM
2024 06 01 06 20 240  2.0   MM    MM    MM    MM  MM 1015.1  13.7  10.2  12.6   MM   MM    MM
2024 06 01 06 10 210  2.0   MM    MM    MM    MM  MM 1015.1  13.3  10.2  12.2   MM   MM    MM
2024 06 01 06 00 170  2.0   MM    MM    MM    MM  MM 1015.1  13.3  10.2  12.1   MM -1.0    MM
2024 06 01 05 50 170  3.0   MM    MM    MM    MM  MM 1015.2  13.5  10.2  12.4   MM   MM    MM
2024 06 01 05 40 160  3.0   MM    MM    MM    MM  MM 1015.3  13.6  10.2  12.7   MM   MM    MM
2024 06 01 05 30 170  3.0   MM    MM    MM    MM  MM 1015.4  13.4  10.2  12.5   MM   MM    MM
2024 06 01 05 20 170  3.0   MM    MM    MM    MM  MM 1015.6  13.7  10.2  12.6   MM   MM    MM
2024 06 01 05 10 180  3.0   MM    MM    MM    MM  MM 1015.8  14.0  10.2  12.7   MM   MM    MM
2024 06 01 05 00 190  3.0   MM    MM    MM    MM  MM 1015.9  13.9  10.2  12.7   MM +0.0    MM
2024 06 01 04 50 170  3.0   MM    MM    MM    MM  MM 1015.9  13.5  10.2  12.2   MM   MM    MM
2024 06 01 04 40 170  3.0   MM    MM    MM    MM  MM 1015.8  13.5  10.2  12.2   MM   MM    MM
2024 06 01 04 30 190  2.0   MM    MM    MM    MM  MM 1015.8  13.3  10.2  12.0   MM   MM    MM
2024 06 01 04 20 200  2.0   MM    MM    MM    MM  MM 1015.8  13.7  10.3  12.2   MM   MM    MM
2024 06 01 04 10 210  3.0   MM    MM    MM    MM  MM 1015.9  14.1  10.3  12.5   MM   MM    MM
2024 06 01 04 00 210  3.0   MM    MM    MM    MM  MM 1015.9  14.1  10.3  12.4   MM +0.3    MM
2024 06 01 03 50 200  3.0   MM    MM    MM    MM  MM 1015.9  15.2  10.3  13.1   MM   MM    MM
2024 06 01 03 40 190  5.0   MM    MM    MM    MM  MM 1015.8  15.4  10.3  13.4   MM   MM    MM
2024 06 01 03 30 190  5.0   MM    MM    MM    MM  MM 1015.8  15.5  10.3  13.3   MM   MM    MM
2024 06 01 03 20 190  4.0   MM    MM    MM    MM  MM 1015.9  15.3  10.4  13.2   MM   MM    MM
2024 06 01 03 10 190  4.0   MM    MM    MM    MM  MM 1016.1  15.1  10.4  13.0   MM   MM    MM
2024 06 01 03 00 200  3.0   MM    MM    MM    MM  MM 1016.1  15.2  10.4  13.0   MM +0.4    MM
2024 06 01 02 50 210  2.0   MM    MM    MM    MM  MM 1016.2  14.6  10.5  12.7   MM   MM    MM
2024 06 01 02 40 220  2.0   MM    MM    MM    MM  MM 1016.2  14.8  10.5  12.8   MM   MM    MM
2024 06 01 02 30 250  2.0   MM    MM    MM    MM  MM 1016.2  14.5  10.5  12.6   MM   MM    MM
2024 06 01 02 20 230  2.0   MM    MM    MM    MM  MM 1016.1  14.5  10.6  12.6   MM   MM    MM
2024 06 01 02 10 210  2.0   MM    MM    MM    MM  MM 1016.0  14.0  10.6  12.1   MM   MM    MM
2024 06 01 02 00 210  3.0   MM    MM    MM    MM  MM 1015.9  14.6  10.7  12.5   MM +0.4    MM
2024 06 01 01 50 210  3.0   MM    MM    MM    MM  MM 1015.9  14.3  10.8  12.2   MM   MM    MM
2024 06 01 01 40 210  2.0   MM    MM    MM    MM  MM 1015.8  14.4  10.8  12.3   MM   MM    MM
2024 06 01 01 30 200  3.0   MM    MM    MM    MM  MM 1015.7  14.7  10.9  12.5   MM   MM    MM
2024 06 01 01 20 190  3.0   MM    MM    MM    MM  MM 1015.7  14.9  10.9  12.7   MM   MM    MM
2024 06 01 01 10 180  3.0   MM    MM    MM    MM  MM 1015.6  14.9  10.9  12.7   MM   MM    MM
2024 06 01 01 00 180  3.0   MM    MM    MM    MM  MM 1015.6  14.9  10.8  12.6   MM -0.3    MM
2024 06 01 00 50 180  3.0   MM    MM    MM    MM  MM 1015.6  15.0  10.8  12.6   MM   MM    MM
2024 06 01 00 40 180  3.0   MM    MM    MM    MM  MM 1015.7  14.8  10.8  12.5   MM   MM    MM
2024 06 01 00 30 180  3.0   MM    MM    MM    MM  MM 1015.7  14.6  10.8  12.3   MM   MM    MM
2024 06 01 00 20 180  3.0   MM    MM    MM    MM  MM 1015.6  14.7  10.8  12.4   MM   MM    MM
2024 06 01 00 10 170  3.0   MM    MM    MM    MM  MM 1015.8  14.6  10.8  12.2   MM   MM    MM
2024 06 01 00 00 170  4.0   MM    MM    MM    MM  MM 1015.7  15.0  10.8  12.4   MM -0.7    MM
2024 05 31 23 50 170  3.0   MM    MM    MM    MM  MM 1015.7  14.9  10.8  12.3   MM   MM    MM
2024 05 31 23 40 170  4.0   MM    MM    MM    MM  MM 1015.6  15.1  10.8  12.4   MM   MM    MM
2024 05 31 23 10 170  3.0   MM    MM    MM    MM  MM 1015.5  15.4  10.7  11.9   MM   MM    MM
2024 05 31 23 00 170  2.0   MM    MM    MM    MM  MM 1015.5  14.5  10.7  11.4   MM -1.5    MM
2024 05 31 22 50 170  3.0   MM    MM    MM    MM  MM 1015.5  15.3  10.6  11.4   MM   MM    MM
2024 05 31 22 40 160  2.0   MM    MM    MM    MM  MM 1015.5  15.2  10.5  11.4   MM   MM    MM
2024 05 31 22 30 160  2.0   MM    MM    MM    MM  MM 1015.5  15.1  10.5  11.2   MM   MM    MM
2024 05 31 22 20 170  3.0   MM    MM    MM    MM  MM 1015.6  15.5  10.4  11.3   MM   MM    MM
2024 05 31 22 10 170  3.0   MM    MM    MM    MM  MM 1015.8  15.1  10.4  11.2   MM   MM    MM
2024 05 31 22 00 170  3.0   MM    MM    MM    MM  MM 1015.9  15.1  10.4  11.1   MM -1.6    MM
2024 05 31 21 50 170  4.0   MM    MM    MM    MM  MM 1016.0  15.4  10.4  11.2   MM   MM    MM
2024 05 31 21 40 170  4.0   MM    MM    MM    MM  MM 1016.2  15.4  10.4  11.3   MM   MM    MM
2024 05 31 21 30 170  4.0   MM    MM    MM    MM  MM 1016.2  15.8  10.4  11.3   MM   MM    MM
2024 05 31 21 20 170  4.0   MM    MM    MM    MM  MM 1016.3  15.3  10.5  11.4   MM   MM    MM
2024 05 31 21 10 160  3.0   MM    MM    MM    MM  MM 1016.4  15.0  10.5  11.4   MM   MM    MM
2024 05 31 21 00 150  3.0   MM    MM    MM    MM  MM 1016.5  15.3  10.5  11.5   MM -1.8    MM
2024 05 31 20 50 150  4.0   MM    MM    MM    MM  MM 1016.4  15.4  10.4  11.5   MM   MM    MM
2024 05 31 20 40 150  4.0   MM    MM    MM    MM  MM 1016.5  15.2  10.4  11.5   MM   MM    MM
2024 05 31 20 30 150  4.0   MM    MM    MM    MM  MM 1016.6  15.0  10.4  11.5   MM   MM    MM
2024 05 31 20 20 150  4.0   MM    MM    MM    MM  MM 1016.7  14.7  10.3  11.5   MM   MM    MM
2024 05 31 20 10 150  3.0   MM    MM    MM    MM  MM 1016.9  14.9  10.3  11.5   MM   MM    MM
2024 05 31 20 00 150  3.0   MM    MM    MM    MM  MM 1017.0  14.8  10.2  11.5   MM -1.5    MM
2024 05 31 19 50 160  3.0   MM    MM    MM    MM  MM 1017.0  14.5  10.1  11.6   MM   MM    MM
2024 05 31 19 40 160  4.0   MM    MM    MM    MM  MM 1017.1  15.0  10.1  11.9   MM   MM    MM
2024 05 31 19 30 160  4.0   MM    MM    MM    MM  MM 1017.1  14.7   9.9  11.9   MM   MM    MM
2024 05 31 19 20 160  4.0   MM    MM    MM    MM  MM 1017.3  14.4   9.9  12.0   MM   MM    MM
2024 05 31 19 10 170  4.0   MM    MM    MM    MM  MM 1017.4  14.0   9.9  11.9   MM   MM    MM
2024 05 31 19 00 170  4.0   MM    MM    MM    MM  MM 1017.5  14.1   9.7  12.0   MM -0.9    MM
2024 05 31 18 50 170  4.0   MM    MM    MM    MM  MM 1017.5  13.8   9.7  11.8   MM   MM    MM
2024 05 31 18 40 160  3.0   MM    MM    MM    MM  MM 1017.6  13.4   9.5  11.5   MM   MM    MM
2024 05 31 18 30 160  3.0   MM    MM    MM    MM  MM 1017.8  13.2   9.4  11.4   MM   MM    MM
2024 05 31 18 20 170  3.0   MM    MM    MM    MM  MM 1018.0  13.2   9.3  11.4   MM   MM    MM
2024 05 31 18 10 190  3.0   MM    MM    MM    MM  MM 1018.3  13.2   9.2  11.4   MM   MM    MM
2024 05 31 18 00 190  4.0   MM    MM    MM    MM  MM 1018.2  13.4   9.1  11.7   MM +0.4    MM
2024 05 31 17 50 190  4.0   MM    MM    MM    MM  MM 1018.2  12.9   9.0  11.3   MM   MM    MM
2024 05 31 17 40 180  4.0   MM    MM    MM    MM  MM 1018.2  12.7   8.9  11.2   MM   MM    MM
2024 05 31 17 30 190  4.0   MM    MM    MM    MM  MM 1018.3  13.0   8.9  11.4   MM   MM    MM
2024 05 31 17 20 190  4.0   MM    MM    MM    MM  MM 1018.3  12.9   8.9  11.4   MM   MM    MM
2024 05 31 17 10 190  4.0   MM    MM    MM    MM  MM 1018.4  12.8   8.9  11.4   MM   MM    MM
2024 05 31 17 00 190  4.0   MM    MM    MM    MM  MM 1018.4  12.8   8.8  11.3   MM +0.3    MM
2024 05 31 16 50 190  5.0   MM    MM    MM    MM  MM 1018.5  13.1   8.8  11.6   MM   MM    MM
2024 05 31 16 40 190  5.0   MM    MM    MM    MM  MM 1018.5  13.1   8.8  11.6   MM   MM    MM
2024 05 31 16 30 190  4.0   MM    MM    MM    MM  MM 1018.4  12.9   8.9  11.4   MM   MM    MM
2024 05 31 16 20 190  4.0   MM    MM    MM    MM  MM 1018.4  12.8   8.9  11.3   MM   MM    MM
2024 05 31 16 10 190  4.0   MM    MM    MM    MM  MM 1018.4  12.8   8.9  11.3   MM   MM    MM
2024 05 31 16 00 190  4.0   MM    MM    MM    MM  MM 1018.4  12.9   8.8  11.4   MM +0.3    MM
2024 05 31 15 50 200  5.0   MM    MM    MM    MM  MM 1018.2  12.9   8.8  11.4   MM   MM    MM
2024 05 31 15 40 190  4.0   MM    MM    MM    MM  MM 1018.2  12.5   8.9  11.1   MM   MM    MM
2024 05 31 15 30 190  3.0   MM    MM    MM    MM  MM 1018.1  12.2   8.9  10.8   MM   MM    MM
2024 05 31 15 20 180  3.0   MM    MM    MM    MM  MM 1017.9  12.1   8.9  10.6   MM   MM    MM
2024 05 31 15 10 180  3.0   MM    MM    MM    MM  MM 1018.0  11.7   8.8  10.2   MM   MM    MM
2024 05 31 15 00 180  2.0   MM    MM    MM    MM  MM 1017.9  11.3   8.8   9.8   MM +0.4    MM
2024 05 31 14 50 180  3.0   MM    MM    MM    MM  MM 1017.8  10.7   8.7   9.2   MM   MM    MM
2024 05 31 14 40 190  2.0   MM    MM    MM    MM  MM 1017.9  10.6   8.7   8.9   MM   MM    MM
2024 05 31 14 30 180  1.0   MM    MM    MM    MM  MM 1018.0  10.6   8.7   8.6   MM   MM    MM
2024 05 31 14 20 250  1.0   MM    MM    MM    MM  MM 1017.8  10.3   8.7   8.5   MM   MM    MM
2024 05 31 14 10 240  2.0   MM    MM    MM    MM  MM 1018.1   9.9   8.7   8.1   MM   MM    MM
2024 05 31 14 00 280  2.0   MM    MM    MM    MM  MM 1018.2   9.9   8.7   8.2   MM +1.1    MM
2024 05 31 13 50 290  2.0   MM    MM    MM    MM  MM 1018.1  10.0   8.7   8.3   MM   MM    MM
2024 05 31 13 40 250  1.0   MM    MM    MM    MM  MM 1018.2   9.9   8.8   8.3   MM   MM    MM
2024 05 31 13 30 250  1.0   MM    MM    MM    MM  MM 1018.2   9.6   8.8   8.2   MM   MM    MM
2024 05 31 13 20 270  1.0   MM    MM    MM    MM  MM 1018.1   9.4   8.8   8.0   MM   MM    MM
2024 05 31 13 10 250  1.0   MM    MM    MM    MM  MM 1018.0   9.3   8.8   7.8   MM   MM    MM
2024 05 31 13 00 280  2.0   MM    MM    MM    MM  MM 1018.1   9.3   8.8   7.8   MM +1.4    MM
2024 05 31 12 50 280  2.0   MM    MM    MM    MM  MM 1018.0   9.3   8.7   7.9   MM   MM    MM
2024 05 31 12 40 280  2.0   MM    MM    MM    MM  MM 1018.0   9.5   8.7   7.9   MM   MM    MM
2024 05 31 12 30 270  1.0   MM    MM    MM    MM  MM 1017.9   9.5   8.7   7.8   MM   MM    MM
2024 05 31 12 20 160  1.0   MM    MM    MM    MM  MM 1017.7   9.7   8.7   7.8   MM   MM    MM
2024 05 31 12 10 150  1.0   MM    MM    MM    MM  MM 1017.6   9.4   8.7   7.6   MM   MM    MM
2024 05 31 12 00 130  1.0   MM    MM    MM    MM  MM 1017.4   9.1   8.7   7.2   MM +1.1    MM
2024 05 31 11 50 110  2.0   MM    MM    MM    MM  MM 1017.4   8.8   8.8   6.7   MM   MM    MM
2024 05 31 11 40  80  2.0   MM    MM    MM    MM  MM 1017.2   8.7   8.8   6.5   MM   MM    MM
2024 05 31 11 30  80  2.0   MM    MM    MM    MM  MM 1017.2   8.5   8.8   6.3   MM   MM    MM
2024 05 31 11 20  90  3.0   MM    MM    MM    MM  MM 1017.1   8.4   8.8   6.2   MM   MM    MM
2024 05 31 11 10  80  3.0   MM    MM    MM    MM  MM 1017.2   8.2   8.8   5.9   MM   MM    MM
2024 05 31 11 00  60  4.0   MM    MM    MM    MM  MM 1017.1   8.0   8.8   5.6   MM +0.7    MM
2024 05 31 10 50  40  4.0   MM    MM    MM    MM  MM 1017.2   7.9   8.8   5.5   MM   MM    MM
2024 05 31 10 40  30  4.0   MM    MM    MM    MM  MM 1017.2   7.7   8.8   5.3   MM   MM    MM
2024 05 31 10 30  20  4.0   MM    MM    MM    MM  MM 1017.0   7.6   8.8   5.3   MM   MM    MM
2024 05 31 10 20  10  3.0   MM    MM    MM    MM  MM 1016.8   7.9   8.8   5.8   MM   MM    MM
2024 05 31 10 10 350  3.0   MM    MM    MM    MM  MM 1016.7   8.2   8.8   6.3   MM   MM    MM
2024 05 31 10 00 340  2.0   MM    MM    MM    MM  MM 1016.6   8.5   8.8   6.7   MM -0.0    MM
2024 05 31 09 50  40  1.0   MM    MM    MM    MM  MM 1016.4   8.6   8.8   6.8   MM   MM    MM
2024 05 31 09 40  90  2.0   MM    MM    MM    MM  MM 1016.3   8.4   8.8   6.5   MM   MM    MM
2024 05 31 09 30  90  3.0   MM    MM    MM    MM  MM 1016.1   8.2   8.8   6.1   MM   MM    MM
2024 05 31 09 20  80  3.0   MM    MM    MM    MM  MM 1016.1   8.1   8.7   5.8   MM   MM    MM
2024 05 31 09 10  60  3.0   MM    MM    MM    MM  MM 1016.2   8.1   8.8   5.9   MM   MM    MM
2024 05 31 09 00  70  3.0   MM    MM    MM    MM  MM 1016.3   8.1   8.8   5.8   MM -0.9    MM
2024 05 31 08 50  50  2.0   MM    MM    MM    MM  MM 1016.6   8.1   8.8   5.6   MM   MM    MM
2024 05 31 08 40  40  2.0   MM    MM    MM    MM  MM 1016.6   8.2   8.8   5.8   MM   MM    MM
2024 05 31 08 30  30  2.0   MM    MM    MM    MM  MM 1016.6   8.3   8.8   6.0   MM   MM    MM
2024 05 31 08 20  50  2.0   MM    MM    MM    MM  MM 1016.5   8.3   8.8   5.9   MM   MM    MM
2024 05 31 08 10  40  2.0   MM    MM    MM    MM  MM 1016.5   8.3   8.8   6.0   MM   MM    MM
2024 05 31 08 00  50  3.0   MM    MM    MM    MM  MM 1016.4   8.2   8.8   6.0   MM -0.9    MM
2024 05 31 07 50  60  3.0   MM    MM    MM    MM  MM 1016.4   8.1   8.8   5.9   MM   MM    MM
2024 05 31 07 40  70  3.0   MM    MM    MM    MM  MM 1016.5   8.0   8.8   5.8   MM   MM    MM
2024 05 31 07 30  70  3.0   MM    MM    MM    MM  MM 1016.6   8.0   8.7   5.6   MM   MM    MM
2024 05 31 07 20  60  3.0   MM    MM    MM    MM  MM 1016.6   8.1   8.7   5.5   MM   MM    MM
2024 05 31 07 10  60  3.0   MM    MM    MM    MM  MM 1016.7   8.1   8.7   5.4   MM   MM    MM
2024 05 31 07 00  60  3.0   MM    MM    MM    MM  MM 1016.6   8.1   8.7   5.4   MM -0.9    MM
2024 05 31 06 50  60  3.0   MM    MM    MM    MM  MM 1016.8   8.0   8.7   5.4   MM   MM    MM
2024 05 31 06 40  60  3.0   MM    MM    MM    MM  MM 1016.9   8.0   8.7   5.4   MM   MM    MM
2024 05 31 06 30  50  3.0   MM    MM    MM    MM  MM 1016.9   8.0   8.7   5.3   MM   MM    MM
2024 05 31 06 20  60  3.0   MM    MM    MM    MM  MM 1017.1   7.8   8.7   5.2   MM   MM    MM
2024 05 31 06 10  20  2.0   MM    MM    MM    MM  MM 1017.2   7.8   8.7   5.1   MM   MM    MM
2024 05 31 06 00  30  2.0   MM    MM    MM    MM  MM 1017.2   7.7   8.7   5.2   MM +0.0    MM
2024 05 31 05 50 360  2.0   MM    MM    MM    MM  MM 1017.3   7.7   8.7   5.2   MM   MM    MM
2024 05 31 05 40  20  2.0   MM    MM    MM    MM  MM 1017.3   7.7   8.7   5.3   MM   MM    MM
2024 05 31 05 30  20  2.0   MM    MM    MM    MM  MM 1017.3   7.8   8.6   5.4   MM   MM    MM
2024 05 31 05 20  30  2.0   MM    MM    MM    MM  MM 1017.4   7.8   8.6   5.4   MM   MM    MM
2024 05 31 05 10  40  2.0   MM    MM    MM    MM  MM 1017.4   8.0   8.6   5.4   MM   MM    MM
2024 05 31 05 00  50  3.0   MM    MM    MM    MM  MM 1017.4   8.0   8.6   5.5   MM +0.2    MM
2024 05 31 04 50  50  3.0   MM    MM    MM    MM  MM 1017.3   8.1   8.5   5.6   MM   MM    MM
2024 05 31 04 40  40  3.0   MM    MM    MM    MM  MM 1017.4   8.3   8.5   5.9   MM   MM    MM
2024 05 31 04 30  70  3.0   MM    MM    MM    MM  MM 1017.4   8.3   8.4   6.0   MM   MM    MM
2024 05 31 04 20  60  3.0   MM    MM    MM    MM  MM 1017.5   8.4   8.4   5.9   MM   MM    MM
2024 05 31 04 10  60  3.0   MM    MM    MM    MM  MM 1017.5   8.5   8.4   5.9   MM   MM    MM
2024 05 31 04 00  70  3.0   MM    MM    MM    MM  MM 1017.5   8.5   8.4   5.9   MM +0.3    MM
2024 05 31 03 50  80  3.0   MM    MM    MM    MM  MM 1017.5   8.5   8.4   5.9   MM   MM    MM
2024 05 31 03 40  60  3.0   MM    MM    MM    MM  MM 1017.4   8.6   8.4   5.7   MM   MM    MM
