#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2024 06 07 13 10 280  5.0   MM    MM    MM    MM  MM 1007.5  11.5   8.2   8.0   MM   MM    MM
2024 06 07 13 00 280  6.0   MM    MM    MM    MM  MM 1007.5  11.4   8.3   8.0   MM +1.4    MM
2024 06 07 12 50 290  5.0   MM    MM    MM    MM  MM 1007.5  11.3   8.3   8.0   MM   MM    MM
2024 06 07 12 40 280  5.0   MM    MM    MM    MM  MM 1007.5  11.2   8.3   8.0   MM   MM    MM
2024 06 07 12 30 270  6.0   MM    MM    MM    MM  MM 1007.4  11.4   8.3   7.9   MM   MM    MM
2024 06 07 12 20 290  6.0   MM    MM    MM    MM  MM 1007.3  11.3   8.3   7.9   MM   MM    MM
2024 06 07 12 10 270  6.0   MM    MM    MM    MM  MM 1007.3  11.2   8.2   7.9   MM   MM    MM
2024 06 07 12 00 270  6.0   MM    MM    MM    MM  MM 1007.2  11.2   8.2   7.9   MM +2.0    MM
2024 06 07 11 50 270  6.0   MM    MM    MM    MM  MM 1007.1  11.2   8.2   7.9   MM   MM    MM
2024 06 07 11 40 280  6.0   MM    MM    MM    MM  MM 1006.9  11.0   8.2   7.8   MM   MM    MM
2024 06 07 11 30 270  5.0   MM    MM    MM    MM  MM 1006.8  11.1   8.3   7.8   MM   MM    MM
2024 06 07 11 20 290  5.0   MM    MM    MM    MM  MM 1006.7  11.2   8.3   7.8   MM   MM    MM
2024 06 07 11 10 280  6.0   MM    MM    MM    MM  MM 1006.7  11.3   8.3   7.8   MM   MM    MM
2024 06 07 11 00 280  6.0   MM    MM    MM    MM  MM 1006.6  11.1   8.3   7.8   MM +1.7    MM
2024 06 07 10 50 280  6.0   MM    MM    MM    MM  MM 1006.5  11.1   8.3   7.8   MM   MM    MM
2024 06 07 10 40 280  6.0   MM    MM    MM    MM  MM 1006.4  11.1   8.4   7.8   MM   MM    MM
2024 06 07 10 30 290  5.0   MM    MM    MM    MM  MM 1006.4  11.1   8.4   7.8   MM   MM    MM
2024 06 07 10 20 280  6.0   MM    MM    MM    MM  MM 1006.2  11.2   8.5   7.9   MM   MM    MM
2024 06 07 10 10 280  6.0   MM    MM    MM    MM  MM 1006.1  11.3   8.5   7.9   MM   MM    MM
2024 06 07 10 00 270  6.0   MM    MM    MM    MM  MM 1006.1  11.2   8.5   7.9   MM +1.8    MM
2024 06 07 09 50 280  5.0   MM    MM    MM    MM  MM 1006.0  11.2   8.5   8.0   MM   MM    MM
2024 06 07 09 40 290  5.0   MM    MM    MM    MM  MM 1005.8  11.2   8.5   8.0   MM   MM    MM
2024 06 07 09 30 280  5.0   MM    MM    MM    MM  MM 1005.8  11.3   8.5   8.1   MM   MM    MM
2024 06 07 09 20 270  6.0   MM    MM    MM    MM  MM 1005.6  11.5   8.5   8.1   MM   MM    MM
2024 06 07 09 10 280  6.0   MM    MM    MM    MM  MM 1005.4  11.5   8.6   8.1   MM   MM    MM
2024 06 07 09 00 280  6.0   MM    MM    MM    MM  MM 1005.3  11.5   8.7   8.1   MM +1.3    MM
2024 06 07 08 50 270  6.0   MM    MM    MM    MM  MM 1005.2  11.5   8.7   8.1   MM   MM    MM
2024 06 07 08 40 280  6.0   MM    MM    MM    MM  MM 1005.2  11.6   8.7   8.0   MM   MM    MM
2024 06 07 08 30 270  6.0   MM    MM    MM    MM  MM 1005.1  11.7   8.7   8.0   MM   MM    MM
2024 06 07 08 20 290  5.0   MM    MM    MM    MM  MM 1005.0  11.8   8.7   8.0   MM   MM    MM
2024 06 07 08 10 260  7.0   MM    MM    MM    MM  MM 1004.9  11.9   8.7   8.1   MM   MM    MM
2024 06 07 08 00 270  6.0   MM    MM    MM    MM  MM 1004.9  11.7   8.7   8.1   MM +1.0    MM
2024 06 07 07 50 270  6.0   MM    MM    MM    MM  MM 1004.8  11.7   8.7   8.1   MM   MM    MM
2024 06 07 07 40 270  6.0   MM    MM    MM    MM  MM 1004.6  11.7   8.8   8.2   MM   MM    MM
2024 06 07 07 30 280  6.0   MM    MM    MM    MM  MM 1004.5  11.8   8.8   8.2   MM   MM    MM
2024 06 07 07 20 290  6.0   MM    MM    MM    MM  MM 1004.4  11.9   8.8   8.2   MM   MM    MM
2024 06 07 07 10 280  6.0   MM    MM    MM    MM  MM 1004.3  12.0   8.8   8.3   MM   MM    MM
2024 06 07 07 00 280  6.0   MM    MM    MM    MM  MM 1004.2  12.2   8.8   8.4   MM +0.6    MM
2024 06 07 06 50 280  6.0   MM    MM    MM    MM  MM 1004.2  12.0   8.8   8.5   MM   MM    MM
2024 06 07 06 40 280  6.0   MM    MM    MM    MM  MM 1004.2  12.2   8.8   8.6   MM   MM    MM
2024 06 07 06 30 290  6.0   MM    MM    MM    MM  MM 1004.1  12.6   8.8   8.6   MM   MM    MM
2024 06 07 06 20 290  7.0   MM    MM    MM    MM  MM 1004.0  12.8   8.8   8.6   MM   MM    MM
2024 06 07 06 10 280  7.0   MM    MM    MM    MM  MM 1004.0  12.8   8.8   8.7   MM   MM    MM
2024 06 07 06 00 290  7.0   MM    MM    MM    MM  MM 1004.0  12.9   8.8   8.7   MM +0.3    MM
2024 06 07 05 50 290  6.0   MM    MM    MM    MM  MM 1004.0  13.0   8.8   8.8   MM   MM    MM
2024 06 07 05 40 290  7.0   MM    MM    MM    MM  MM 1003.8  13.5   8.8   8.9   MM   MM    MM
2024 06 07 05 30 290  7.0   MM    MM    MM    MM  MM 1004.0  13.4   8.8   9.1   MM   MM    MM
2024 06 07 05 20 280  8.0   MM    MM    MM    MM  MM 1003.9  13.8   8.8   9.2   MM   MM    MM
2024 06 07 05 10 290  6.0   MM    MM    MM    MM  MM 1003.8  12.9   8.8   9.2   MM   MM    MM
2024 06 07 05 00 270  6.0   MM    MM    MM    MM  MM 1003.8  13.2   8.8   9.3   MM +0.3    MM
2024 06 07 04 50 270  7.0   MM    MM    MM    MM  MM 1003.8  13.3   8.8   9.3   MM   MM    MM
2024 06 07 04 40 260  8.0   MM    MM    MM    MM  MM 1003.7  13.6   8.7   9.4   MM   MM    MM
2024 06 07 04 30 270  6.0   MM    MM    MM    MM  MM 1003.8  12.8   8.7   9.2   MM   MM    MM
2024 06 07 04 20 280  8.0   MM    MM    MM    MM  MM 1003.7  13.1   8.7   9.1   MM   MM    MM
2024 06 07 04 10 260  8.0   MM    MM    MM    MM  MM 1003.6  13.5   8.7   9.2   MM   MM    MM
2024 06 07 04 00 260  8.0   MM    MM    MM    MM  MM 1003.6  13.5   8.7   9.2   MM +0.4    MM
2024 06 07 03 50 260  8.0   MM    MM    MM    MM  MM 1003.8  13.7   8.7   9.3   MM   MM    MM
2024 06 07 03 40 260  7.0   MM    MM    MM    MM  MM 1003.7  13.8   8.7   9.4   MM   MM    MM
2024 06 07 03 30 260  6.0   MM    MM    MM    MM  MM 1003.8  13.0   8.7   9.2   MM   MM    MM
2024 06 07 03 20 270  5.0   MM    MM    MM    MM  MM 1003.8  12.9   8.6   9.2   MM   MM    MM
2024 06 07 03 10 250  6.0   MM    MM    MM    MM  MM 1003.7  12.9   8.6   9.2   MM   MM    MM
2024 06 07 03 00 250  5.0   MM    MM    MM    MM  MM 1003.7  12.7   8.6   9.1   MM +0.7    MM
2024 06 07 02 50 270  4.0   MM    MM    MM    MM  MM 1003.8  12.8   8.6   9.1   MM   MM    MM
2024 06 07 02 40 260  5.0   MM    MM    MM    MM  MM 1003.8  12.8   8.6   9.1   MM   MM    MM
2024 06 07 02 30 250  6.0   MM    MM    MM    MM  MM 1003.8  12.9   8.6   9.1   MM   MM    MM
2024 06 07 02 20 260  6.0   MM    MM    MM    MM  MM 1003.7  12.8   8.6   9.0   MM   MM    MM
2024 06 07 02 10 260  5.0   MM    MM    MM    MM  MM 1003.5  13.1   8.6   9.0   MM   MM    MM
2024 06 07 02 00 270  6.0   MM    MM    MM    MM  MM 1003.6  13.1   8.6   8.9   MM +1.3    MM
2024 06 07 01 50 270  6.0   MM    MM    MM    MM  MM 1003.5  13.5   8.6   8.9   MM   MM    MM
2024 06 07 01 40 280  6.0   MM    MM    MM    MM  MM 1003.3  13.6   8.6   8.9   MM   MM    MM
2024 06 07 01 30 270  7.0   MM    MM    MM    MM  MM 1003.3  13.6   8.6   8.8   MM   MM    MM
2024 06 07 01 20 270  6.0   MM    MM    MM    MM  MM 1003.2  13.2   8.6   8.8   MM   MM    MM
2024 06 07 01 10 270  5.0   MM    MM    MM    MM  MM 1003.2  13.5   8.5   8.9   MM   MM    MM
2024 06 07 01 00 250  3.0   MM    MM    MM    MM  MM 1003.3  12.5   8.5   9.0   MM +1.2    MM
2024 06 07 00 50 270  3.0   MM    MM    MM    MM  MM 1003.2  12.8   8.6   9.0   MM   MM    MM
2024 06 07 00 40 270  4.0   MM    MM    MM    MM  MM 1003.1  13.3   8.6   9.0   MM   MM    MM
2024 06 07 00 30 280  4.0   MM    MM    MM    MM  MM 1003.2  13.1   8.6   8.9   MM   MM    MM
2024 06 07 00 20 280  4.0   MM    MM    MM    MM  MM 1003.1  13.0   8.6   8.8   MM   MM    MM
2024 06 07 00 10 290  6.0   MM    MM    MM    MM  MM 1003.1  13.7   8.6   8.8   MM   MM    MM
2024 06 07 00 00 280  7.0   MM    MM    MM    MM  MM 1003.0  13.9   8.6   8.8   MM +1.3    MM
2024 06 06 23 50 290  7.0   MM    MM    MM    MM  MM 1002.8  13.7   8.6   8.7   MM   MM    MM
2024 06 06 23 40 280  7.0   MM    MM    MM    MM  MM 1002.7  13.5   8.7   8.7   MM   MM    MM
2024 06 06 23 30 310  6.0   MM    MM    MM    MM  MM 1002.6  13.5   8.7   8.8   MM   MM    MM
2024 06 06 23 20 280  8.0   MM    MM    MM    MM  MM 1002.5  13.7   8.7   8.8   MM   MM    MM
2024 06 06 23 10 280  7.0   MM    MM    MM    MM  MM 1002.5  13.3   8.7   8.9   MM   MM    MM
2024 06 06 23 00 280  9.0   MM    MM    MM    MM  MM 1002.3  13.6   8.8   8.9   MM +1.2    MM
2024 06 06 22 50 290  8.0   MM    MM    MM    MM  MM 1002.2  13.8   8.8   8.8   MM   MM    MM
2024 06 06 22 40 270  8.0   MM    MM    MM    MM  MM 1002.2  14.1   8.8   8.8   MM   MM    MM
2024 06 06 22 30 270  8.0   MM    MM    MM    MM  MM 1002.1  13.6   8.8   8.7   MM   MM    MM
2024 06 06 22 20 280  8.0   MM    MM    MM    MM  MM 1002.0  13.7   8.8   8.8   MM   MM    MM
2024 06 06 22 10 270  7.0   MM    MM    MM    MM  MM 1002.0  13.7   8.8   8.8   MM   MM    MM
2024 06 06 22 00 280  6.0   MM    MM    MM    MM  MM 1002.0  13.7   8.8   8.7   MM +1.2    MM
2024 06 06 21 50 280  7.0   MM    MM    MM    MM  MM 1001.9  13.7   8.8   8.7   MM   MM    MM
2024 06 06 21 40 300  7.0   MM    MM    MM    MM  MM 1001.8  13.7   8.8   8.8   MM   MM    MM
2024 06 06 21 30 290  7.0   MM    MM    MM    MM  MM 1001.8  13.7   8.8   8.7   MM   MM    MM
2024 06 06 21 20 300  7.0   MM    MM    MM    MM  MM 1001.7  13.8   8.8   8.9   MM   MM    MM
2024 06 06 21 10 280  7.0   MM    MM    MM    MM  MM 1001.7  13.8   8.9   9.1   MM   MM    MM
2024 06 06 21 00 280  7.0   MM    MM    MM    MM  MM 1001.7  13.7   8.9   9.3   MM +1.3    MM
2024 06 06 20 50 270  7.0   MM    MM    MM    MM  MM 1001.7  13.3   9.0   9.4   MM   MM    MM
2024 06 06 20 40 270  6.0   MM    MM    MM    MM  MM 1001.6  13.2   9.1   9.4   MM   MM    MM
2024 06 06 20 30 290  6.0   MM    MM    MM    MM  MM 1001.5  13.0   9.2   9.2   MM   MM    MM
2024 06 06 20 20 290  8.0   MM    MM    MM    MM  MM 1001.3  13.6   9.2   9.2   MM   MM    MM
2024 06 06 20 10 290  9.0   MM    MM    MM    MM  MM 1001.2  13.6   9.3   9.3   MM   MM    MM
2024 06 06 20 00 270  8.0   MM    MM    MM    MM  MM 1001.1  13.3   9.3   9.5   MM +1.2    MM
2024 06 06 19 50 280  7.0   MM    MM    MM    MM  MM 1001.2  13.0   9.4   9.6   MM   MM    MM
2024 06 06 19 40 280  9.0   MM    MM    MM    MM  MM 1001.0  13.4   9.4   9.5   MM   MM    MM
2024 06 06 19 30 280  8.0   MM    MM    MM    MM  MM 1000.9  13.4   9.4   9.5   MM   MM    MM
2024 06 06 19 20 270  7.0   MM    MM    MM    MM  MM 1000.9  13.0   9.4   9.5   MM   MM    MM
2024 06 06 19 10 290  6.0   MM    MM    MM    MM  MM 1000.8  13.0   9.4   9.5   MM   MM    MM
2024 06 06 19 00 290  7.0   MM    MM    MM    MM  MM 1000.8  13.0   9.4   9.6   MM +1.5    MM
2024 06 06 18 50 270  8.0   MM    MM    MM    MM  MM 1000.7  13.1   9.5   9.6   MM   MM    MM
2024 06 06 18 40 270  8.0   MM    MM    MM    MM  MM 1000.7  12.9   9.5   9.5   MM   MM    MM
2024 06 06 18 30 270  7.0   MM    MM    MM    MM  MM 1000.6  13.2   9.6   9.4   MM   MM    MM
2024 06 06 18 20 280  8.0   MM    MM    MM    MM  MM 1000.4  13.6   9.6   9.5   MM   MM    MM
2024 06 06 18 10 280  5.0   MM    MM    MM    MM  MM 1000.6  13.1   9.7   9.7   MM   MM    MM
2024 06 06 18 00 290  6.0   MM    MM    MM    MM  MM 1000.4  13.2   9.7   9.9   MM +1.8    MM
2024 06 06 17 50 270  7.0   MM    MM    MM    MM  MM 1000.3  13.0   9.7   9.8   MM   MM    MM
2024 06 06 17 40 280  8.0   MM    MM    MM    MM  MM 1000.2  12.9   9.7   9.8   MM   MM    MM
2024 06 06 17 30 290  6.0   MM    MM    MM    MM  MM 1000.3  12.3   9.6   9.9   MM   MM    MM
2024 06 06 17 20 290  8.0   MM    MM    MM    MM  MM 1000.3  12.5   9.6   9.7   MM   MM    MM
2024 06 06 17 10 260  8.0   MM    MM    MM    MM  MM  999.9  13.1   9.7   9.6   MM   MM    MM
2024 06 06 17 00 270  7.0   MM    MM    MM    MM  MM  999.9  13.2   9.7   9.6   MM +1.6    MM
2024 06 06 16 50 280  8.0   MM    MM    MM    MM  MM  999.8  13.4   9.7   9.6   MM   MM    MM
2024 06 06 16 40 270  7.0   MM    MM    MM    MM  MM  999.8  12.8   9.6   9.6   MM   MM    MM
2024 06 06 16 30 280  6.0   MM    MM    MM    MM  MM  999.8  12.6   9.6   9.4   MM   MM    MM
2024 06 06 16 20 280  7.0   MM    MM    MM    MM  MM  999.7  12.7   9.5   9.3   MM   MM    MM
2024 06 06 16 10 280  9.0   MM    MM    MM    MM  MM  999.5  12.9   9.4   9.3   MM   MM    MM
2024 06 06 16 00 290  7.0   MM    MM    MM    MM  MM  999.4  12.5   9.4   9.4   MM +1.5    MM
2024 06 06 15 50 280  7.0   MM    MM    MM    MM  MM  999.4  12.5   9.4   9.4   MM   MM    MM
2024 06 06 15 40 270  8.0   MM    MM    MM    MM  MM  999.3  12.6   9.4   9.6   MM   MM    MM
2024 06 06 15 30 290 10.0   MM    MM    MM    MM  MM  999.2  12.6   9.4   9.6   MM   MM    MM
2024 06 06 15 20 290  7.0   MM    MM    MM    MM  MM  999.1  13.0   9.3   9.8   MM   MM    MM
2024 06 06 15 10 290  5.0   MM    MM    MM    MM  MM  998.9  12.9   9.3   9.6   MM   MM    MM
2024 06 06 15 00 300  7.0   MM    MM    MM    MM  MM  998.6  13.4   9.3   9.6   MM +1.4    MM
2024 06 06 14 50 290  7.0   MM    MM    MM    MM  MM  998.5  13.2   9.2   9.7   MM   MM    MM
2024 06 06 14 40 290  7.0   MM    MM    MM    MM  MM  998.4  13.1   9.2   9.7   MM   MM    MM
2024 06 06 14 30 280  8.0   MM    MM    MM    MM  MM  998.3  13.4   9.2   9.8   MM   MM    MM
2024 06 06 14 20 280  8.0   MM    MM    MM    MM  MM  998.4  13.0   9.3   9.8   MM   MM    MM
2024 06 06 14 10 290  7.0   MM    MM    MM    MM  MM  998.3  12.8   9.3   9.8   MM   MM    MM
2024 06 06 14 00 280  7.0   MM    MM    MM    MM  MM  998.3  12.7   9.3   9.7   MM +1.5    MM
2024 06 06 13 50 280  6.0   MM    MM    MM    MM  MM  998.2  12.6   9.3   9.8   MM   MM    MM
2024 06 06 13 40 280  7.0   MM    MM    MM    MM  MM  998.1  12.8   9.3   9.7   MM   MM    MM
2024 06 06 13 30 270  5.0   MM    MM    MM    MM  MM  998.1  12.4   9.3   9.9   MM   MM    MM
2024 06 06 13 20 280  5.0   MM    MM    MM    MM  MM  998.0  12.4   9.4   9.9   MM   MM    MM
2024 06 06 13 10 300  7.0   MM    MM    MM    MM  MM  998.1  12.3   9.4  10.0   MM   MM    MM
2024 06 06 13 00 310  8.0   MM    MM    MM    MM  MM  997.9  12.9   9.4  10.0   MM +1.5    MM
2024 06 06 12 50 280  9.0   MM    MM    MM    MM  MM  997.6  13.6   9.4   9.9   MM   MM    MM
2024 06 06 12 40 270  4.0   MM    MM    MM    MM  MM  997.7  12.4   9.4   9.8   MM   MM    MM
2024 06 06 12 30 260  4.0   MM    MM    MM    MM  MM  997.5  12.5   9.4  10.0   MM   MM    MM
2024 06 06 12 20 260  4.0   MM    MM    MM    MM  MM  997.5  12.4   9.4   9.9   MM   MM    MM
2024 06 06 12 10 260  6.0   MM    MM    MM    MM  MM  997.4  12.7   9.4  10.0   MM   MM    MM
2024 06 06 12 00 250  6.0   MM    MM    MM    MM  MM  997.2  12.6   9.4  10.0   MM +1.1    MM
2024 06 06 11 50 250  6.0   MM    MM    MM    MM  MM  997.2  12.7   9.4  10.2   MM   MM    MM
2024 06 06 11 40 250  5.0   MM    MM    MM    MM  MM  997.2  12.2   9.4   9.9   MM   MM    MM
2024 06 06 11 30 240  5.0   MM    MM    MM    MM  MM  997.0  12.0   9.5   9.8   MM   MM    MM
2024 06 06 11 20 230  4.0   MM    MM    MM    MM  MM  996.9  12.0   9.5   9.8   MM   MM    MM
2024 06 06 11 10 230  5.0   MM    MM    MM    MM  MM  996.8  12.1   9.5   9.8   MM   MM    MM
2024 06 06 11 00 230  5.0   MM    MM    MM    MM  MM  996.8  12.2   9.5   9.8   MM +0.5    MM
2024 06 06 10 50 230  6.0   MM    MM    MM    MM  MM  996.7  12.7   9.6   9.9   MM   MM    MM
2024 06 06 10 40 240  6.0   MM    MM    MM    MM  MM  996.6  12.7   9.6  10.0   MM   MM    MM
2024 06 06 10 30 240  6.0   MM    MM    MM    MM  MM  996.5  12.9   9.6  10.0   MM   MM    MM
2024 06 06 10 20 240  7.0   MM    MM    MM    MM  MM  996.5  13.0   9.7  10.1   MM   MM    MM
2024 06 06 10 10 240  7.0   MM    MM    MM    MM  MM  996.5  12.8   9.7  10.0   MM   MM    MM
2024 06 06 10 00 230  6.0   MM    MM    MM    MM  MM  996.4  12.5   9.7  10.1   MM -0.0    MM
2024 06 06 09 50 230  6.0   MM    MM    MM    MM  MM  996.3  12.5   9.7  10.1   MM   MM    MM
2024 06 06 09 40 220  6.0   MM    MM    MM    MM  MM  996.2  12.4   9.8  10.0   MM   MM    MM
2024 06 06 09 30 230  6.0   MM    MM    MM    MM  MM  996.1  12.8   9.8  10.2   MM   MM    MM
2024 06 06 09 20 230  6.0   MM    MM    MM    MM  MM  996.2  12.5   9.8  10.1   MM   MM    MM
2024 06 06 09 10 220  6.0   MM    MM    MM    MM  MM  996.2  12.4   9.8  10.0   MM   MM    MM
2024 06 06 09 00 230  5.0   MM    MM    MM    MM  MM  996.2  12.6   9.8  10.1   MM +0.0    MM
2024 06 06 08 50 220  6.0   MM    MM    MM    MM  MM  996.1  12.7   9.8  10.1   MM   MM    MM
2024 06 06 08 40 220  6.0   MM    MM    MM    MM  MM  996.1  12.9   9.8  10.1   MM   MM    MM
2024 06 06 08 30 220  7.0   MM    MM    MM    MM  MM  996.2  12.9   9.8  10.0   MM   MM    MM
2024 06 06 08 20 220  7.0   MM    MM    MM    MM  MM  996.2  12.8   9.8  10.1   MM   MM    MM
2024 06 06 08 10 220  7.0   MM    MM    MM    MM  MM  996.2  12.8   9.8  10.1   MM   MM    MM
2024 06 06 08 00 230  6.0   MM    MM    MM    MM  MM  996.2  12.5   9.8  10.2   MM +0.0    MM
2024 06 06 07 50 220  5.0   MM    MM    MM    MM  MM  996.3  12.5   9.8  10.1   MM   MM    MM
2024 06 06 07 40 230  6.0   MM    MM    MM    MM  MM  996.2  12.3   9.8  10.1   MM   MM    MM
2024 06 06 07 30 220  5.0   MM    MM    MM    MM  MM  996.2  12.3   9.8  10.0   MM   MM    MM
2024 06 06 07 20 230  6.0   MM    MM    MM    MM  MM  996.2  12.3   9.8  10.1   MM   MM    MM
2024 06 06 07 10 230  6.0   MM    MM    MM    MM  MM  996.3  12.2   9.8  10.0   MM   MM    MM
2024 06 06 07 00 230  6.0   MM    MM    MM    MM  MM  996.3  12.5   9.8  10.1   MM +0.0    MM
2024 06 06 06 50 230  6.0   MM    MM    MM    MM  MM  996.4  12.6   9.8  10.1   MM   MM    MM
2024 06 06 06 40 230  6.0   MM    MM    MM    MM  MM  996.3  12.5   9.8  10.2   MM   MM    MM
2024 06 06 06 30 230  6.0   MM    MM    MM    MM  MM  996.3  12.4   9.8  10.2   MM   MM    MM
2024 06 06 06 20 230  5.0   MM    MM    MM    MM  MM  996.4  12.1   9.8  10.1   MM   MM    MM
2024 06 06 06 10 230  5.0   MM    MM    MM    MM  MM  996.3  12.0   9.9  10.0   MM   MM    MM
2024 06 06 06 00 230  5.0   MM    MM    MM    MM  MM  996.3  12.2   9.9  10.1   MM -0.0    MM
2024 06 06 05 50 230  6.0   MM    MM    MM    MM  MM  996.3  12.5   9.9  10.1   MM   MM    MM
2024 06 06 05 40 230  6.0   MM    MM    MM    MM  MM  996.3  12.5   9.9  10.1   MM   MM    MM
2024 06 06 05 30 240  6.0   MM    MM    MM    MM  MM  996.3  12.6   9.9  10.1   MM   MM    MM
2024 06 06 05 20 230  7.0   MM    MM    MM    MM  MM  996.4  12.6   9.9  10.1   MM   MM    MM
2024 06 06 05 10 230  7.0   MM    MM    MM    MM  MM  996.2  12.7   9.9  10.1   MM   MM    MM
2024 06 06 05 00 240  7.0   MM    MM    MM    MM  MM  996.3  12.9   9.9  10.1   MM -0.5    MM
2024 06 06 04 50 230  7.0   MM    MM    MM    MM  MM  996.2  12.9   9.9  10.0   MM   MM    MM
2024 06 06 04 40 220  7.0   MM    MM    MM    MM  MM  996.3  13.0   9.9  10.0   MM   MM    MM
2024 06 06 04 30 220  7.0   MM    MM    MM    MM  MM  996.2  12.9   9.8  10.0   MM   MM    MM
2024 06 06 04 20 220  7.0   MM    MM    MM    MM  MM  996.1  12.8   9.7  10.0   MM   MM    MM
2024 06 06 04 10 220  7.0   MM    MM    MM    MM  MM  996.1  12.7   9.5  10.0   MM   MM    MM
2024 06 06 04 00 220  7.0   MM    MM    MM    MM  MM  996.2  12.8   9.4   9.9   MM -0.2    MM
2024 06 06 03 50 220  6.0   MM    MM    MM    MM  MM  996.2  12.8   9.4   9.9   MM   MM    MM
2024 06 06 03 40 220  6.0   MM    MM    MM    MM  MM  996.4  12.8   9.4   9.8   MM   MM    MM
2024 06 06 03 30 220  6.0   MM    MM    MM    MM  MM  996.5  12.9   9.4   9.8   MM   MM    MM
2024 06 06 03 20 210  6.0   MM    MM    MM    MM  MM  996.4  12.9   9.4   9.8   MM   MM    MM
2024 06 06 03 10 210  5.0   MM    MM    MM    MM  MM  996.4  12.8   9.4   9.8   MM   MM    MM
2024 06 06 03 00 200  6.0   MM    MM    MM    MM  MM  996.4  13.0   9.4   9.9   MM +0.3    MM
2024 06 06 02 50 210  5.0   MM    MM    MM    MM  MM  996.4  13.1   9.3   9.9   MM   MM    MM
2024 06 06 02 40 210  5.0   MM    MM    MM    MM  MM  996.4  13.3   9.3  10.0   MM   MM    MM
2024 06 06 02 30 210  6.0   MM    MM    MM    MM  MM  996.4  13.3   9.3  10.0   MM   MM    MM
2024 06 06 02 20 210  5.0   MM    MM    MM    MM  MM  996.5  13.0   9.3  10.1   MM   MM    MM
2024 06 06 02 10 210  4.0   MM    MM    MM    MM  MM  996.6  12.9   9.3  10.1   MM   MM    MM
2024 06 06 02 00 270  3.0   MM    MM    MM    MM  MM  996.8  13.7   9.3  10.2   MM +1.9    MM
2024 06 06 01 50 300  3.0   MM    MM    MM    MM  MM  997.0  13.1   9.3  10.0   MM   MM    MM
2024 06 06 01 40 230  4.0   MM    MM    MM    MM  MM  997.0  13.5   9.3  10.2   MM   MM    MM
2024 06 06 01 30 220  5.0   MM    MM    MM    MM  MM  996.7  13.5   9.4  10.2   MM   MM    MM
2024 06 06 01 20 210  4.0   MM    MM    MM    MM  MM  996.6  13.6   9.4  10.2   MM   MM    MM
2024 06 06 01 10 210  4.0   MM    MM    MM    MM  MM  996.4  13.5   9.5  10.3   MM   MM    MM
2024 06 06 01 00 210  5.0   MM    MM    MM    MM  MM  996.4  13.4   9.5  10.1   MM +1.5    MM
2024 06 06 00 50 220  5.0   MM    MM    MM    MM  MM  996.4  13.6   9.6  10.0   MM   MM    MM
2024 06 06 00 40 220  5.0   MM    MM    MM    MM  MM  996.6  13.7   9.7  10.0   MM   MM    MM
2024 06 06 00 30 240  5.0   MM    MM    MM    MM  MM  996.7  14.0   9.7   9.7   MM   MM    MM
2024 06 06 00 20 240  5.0   MM    MM    MM    MM  MM  996.9  14.0   9.7   9.6   MM   MM    MM
2024 06 06 00 10 280  7.0   MM    MM    MM    MM  MM  996.9  14.3   9.9   9.2   MM   MM    MM
2024 06 06 00 00 300 12.0   MM    MM    MM    MM  MM  996.1  15.2  10.0   9.1   MM +1.7    MM
2024 06 05 23 50 280 11.0   MM    MM    MM    MM  MM  996.4  15.4  10.0  10.0   MM   MM    MM
2024 06 05 23 40 260  9.0   MM    MM    MM    MM  MM  996.4  14.2  10.0  10.2   MM   MM    MM
2024 06 05 23 30 230  7.0   MM    MM    MM    MM  MM  996.0  14.5  10.2   9.8   MM   MM    MM
2024 06 05 23 20 220  8.0   MM    MM    MM    MM  MM  995.5  14.0  10.3   9.7   MM   MM    MM
2024 06 05 23 10 210  8.0   MM    MM    MM    MM  MM  995.1  13.8  10.1   9.8   MM   MM    MM
2024 06 05 23 00 210  8.0   MM    MM    MM    MM  MM  994.9  15.3   9.8   8.9   MM +0.5    MM
2024 06 05 22 50 200  3.0   MM    MM    MM    MM  MM  994.5  15.4   9.9   8.3   MM   MM    MM
2024 06 05 22 40 190  4.0   MM    MM    MM    MM  MM  994.4  15.0  10.0   8.6   MM   MM    MM
2024 06 05 22 30 230  6.0   MM    MM    MM    MM  MM  994.4  17.2  10.0   7.8   MM   MM    MM
2024 06 05 22 20 240 12.0   MM    MM    MM    MM  MM  994.6  15.8  10.1   8.7   MM   MM    MM
2024 06 05 22 10 240 15.0   MM    MM    MM    MM  MM  994.7  16.7  10.3   8.7   MM   MM    MM
2024 06 05 22 00 240 12.0   MM    MM    MM    MM  MM  994.9  17.6  10.3   8.3   MM +0.2    MM
2024 06 05 21 50 250 11.0   MM    MM    MM    MM  MM  994.6  18.2  10.3   8.6   MM   MM    MM
2024 06 05 21 40 250  9.0   MM    MM    MM    MM  MM  994.4  17.5  10.4  10.7   MM   MM    MM
2024 06 05 21 30 240  6.0   MM    MM    MM    MM  MM  994.3  16.8  10.5  11.6   MM   MM    MM
2024 06 05 21 20 220  6.0   MM    MM    MM    MM  MM  994.2  16.1  10.5  11.4   MM   MM    MM
